gene ID,log2_foldChange,p_value,adjusted p_value,rotein ID,locus tag,Annotation,,
gene-M8001_RS06045,-0.46576175,0.299860776,0.674428246,,,,,
gene-M8001_RS15535,-0.465369394,0.158038122,0.528883811,WP_088171445.1,,IS3 family transposase,,
gene-M8001_RS12735,-0.465088538,0.142776853,0.501689979,WP_049587616.1,DM483_08040,hypothetical protein,,
gene-M8001_RS23475,-0.463878684,0.138311843,0.493309088,,,,,
gene-M8001_RS12660,-0.463718549,0.108070404,0.43976102,WP_049587603.1,H0H12_09620,ParA family protein,,
gene-M8001_RS13310,-0.461653357,0.807881397,0.94582121,WP_004575389.1,,hypothetical protein,,
gene-M8001_RS10485,-0.460416118,0.191551368,0.562766844,,,,,
gene-M8001_RS23480,-0.458567488,0.133810184,0.484539585,,,,,
gene-M8001_RS05055,-0.456769524,0.199132487,0.571687434,WP_020192840.1,trg1 ttg2B,lipid asymmetry maintenance ABC transporter permease subunit MlaE,,
gene-M8001_RS09010,-0.456668532,0.171922925,0.544541416,WP_079732502.1,,VacJ family lipoprotein,,
gene-M8001_RS10295,-0.454014536,0.276287397,0.656198288,,,,,
gene-M8001_RS28405,-0.453353218,0.135926301,0.488810089,WP_232014114.1,,transposase,,
gene-M8001_RS19745,-0.452732493,0.221434988,0.594806842,WP_049586560.1,DM483_11920,OprD family porin,,
gene-M8001_RS06500,-0.451662602,0.227860252,0.602365446,WP_049588003.1,DM483_22385,hypothetical protein,,
gene-M8001_RS24560,-0.449559611,0.246168744,0.623911008,,,,,
gene-M8001_RS00135,-0.444390237,0.393218865,0.752767923,WP_079732563.1,,zinc ribbon domain-containing protein,,
gene-M8001_RS18530,-0.444340052,0.18175139,0.552650911,WP_257766401.1,,hypothetical protein,,
gene-M8001_RS08995,-0.443285658,0.172988959,0.545342438,WP_049587255.1,minC DM483_15465,septum site-determining protein MinC,,
gene-M8001_RS16605,-0.443209938,0.198291489,0.570716866,WP_019751653.1,C4Q27_26090,hypothetical protein,,
gene-M8001_RS07745,-0.440574207,0.132756478,0.483745323,WP_049587394.1,DM483_06435,chemotaxis protein CheW,,
gene-M8001_RS12935,-0.437412773,0.142607647,0.501689979,WP_049587634.1,PRJ_3410,I78 family peptidase inhibitor,,
gene-M8001_RS23440,-0.435266797,0.172020291,0.544541416,,,,,
gene-M8001_RS26555,-0.434332333,0.178532534,0.550330703,WP_003249209.1,yibK trmL T1E_0182,tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL,,
gene-M8001_RS24995,-0.43266616,0.128355158,0.476437918,WP_049586616.1,DM483_26485,transporter substrate-binding domain-containing protein,,
gene-M8001_RS06960,-0.432176969,0.199290809,0.571687434,WP_172835046.1,,putative lipid II flippase FtsW,,
gene-M8001_RS26850,-0.430406251,0.166717813,0.53745998,WP_003249079.1,ftsE T1E_4671,cell division ATP-binding protein FtsE,,
gene-M8001_RS04525,-0.425539593,0.174011545,0.546032604,WP_049586424.1,DM483_01140,type IV pilus biogenesis/stability protein PilW,,
gene-M8001_RS07920,-0.422365816,0.178640712,0.550330703,WP_162490563.1,,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,,
gene-M8001_RS13490,-0.422151986,0.136100662,0.488961193,WP_049587178.1,DM483_25965,UvrD-helicase domain-containing protein,,
gene-M8001_RS25580,-0.415996988,0.198346549,0.570716866,WP_049586712.1,DM483_23525,AGE family epimerase/isomerase,,
gene-M8001_RS20065,-0.415369391,0.225851185,0.599451034,WP_003250915.1,CW309_10660,hypothetical protein,,
gene-M8001_RS01605,-0.411421592,0.206585683,0.579550589,WP_049588074.1,DM483_16615,metallopeptidase,,
gene-M8001_RS02735,-0.411154167,0.194683009,0.567517285,WP_049588007.1,PRJ_0518,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,,
gene-M8001_RS25425,-0.407392107,0.206336558,0.57947479,WP_049586724.1,cobG DM483_23685,precorrin-3B synthase,,
gene-M8001_RS25920,-0.404150752,0.400329852,0.759146229,WP_049587468.1,C4Q27_14310,hypothetical protein,,
gene-M8001_RS09740,-0.402788782,0.223803918,0.597039287,,,,,
gene-M8001_RS17090,-0.401544791,0.518255042,0.832590766,WP_004374456.1,T1E_5627,stress-induced protein,,
gene-M8001_RS09485,-0.400421275,0.318875518,0.695607212,WP_003252801.1,CW309_25810,alpha/beta fold hydrolase,,
gene-M8001_RS21555,-0.397007449,0.270949298,0.649164552,WP_049588236.1,DM483_08735,SulP family inorganic anion transporter,,
gene-M8001_RS08575,-0.395713191,0.406497882,0.763812009,WP_049588153.1,DM483_28165,response regulator transcription factor,,
gene-M8001_RS24940,-0.394836798,0.237690265,0.614820176,WP_232014106.1,,hypothetical protein,,
gene-M8001_RS26155,-0.392117149,0.184902981,0.555774053,WP_049587483.1,DM483_13635,murein transglycosylase A,,
gene-M8001_RS06900,-0.387010248,0.212472373,0.585983531,WP_020190054.1,PRJ_4517,YraN family protein,,
gene-M8001_RS25270,-0.386897499,0.255113537,0.633115027,WP_003249738.1,lipB T1E_3678,lipoyl(octanoyl) transferase LipB,,
gene-M8001_RS20585,-0.386301495,0.256406623,0.634402605,,,,,
gene-M8001_RS23260,-0.383850512,0.792830231,0.941451852,WP_126404334.1,,XRE family transcriptional regulator,,
gene-M8001_RS09440,-0.37832688,0.372741848,0.737888711,WP_049587286.1,DM483_27545,benzoate/H(+) symporter BenE family transporter,,
gene-M8001_RS24680,-0.376559691,0.192534595,0.564219951,WP_049586972.1,,tRNA glutamyl-Q(34) synthetase GluQRS,,
gene-M8001_RS23800,-0.373785542,0.301122574,0.67639156,WP_012051553.1,CW309_18975,DEAD/DEAH box helicase,,
gene-M8001_RS16220,-0.372413662,0.297385445,0.671738612,WP_232014074.1,,hypothetical protein,,
gene-M8001_RS10100,-0.372270164,0.289289718,0.666746356,WP_049586816.1,GN299_30010,hypothetical protein,,
gene-M8001_RS07325,-0.366465439,0.460881198,0.800258812,,,,,
gene-M8001_RS25930,-0.364775242,0.423487344,0.774335847,WP_049587476.1,DM483_13860,type I secretion system permease/ATPase,,
gene-M8001_RS00440,-0.361125647,0.402387339,0.760399496,WP_014589231.1,E4195_03260,DUF883 family protein,,
gene-M8001_RS26245,-0.358908981,0.212344837,0.585941492,WP_232014163.1,,methyl-accepting chemotaxis protein,,
gene-M8001_RS05940,-0.353704551,0.267785941,0.647294246,WP_049588168.1,DM483_28025,membrane protein,,
gene-M8001_RS08425,-0.352873874,0.24136802,0.617555571,WP_003252348.1,,protein-L-isoaspartate(D-aspartate) O-methyltransferase,,
gene-M8001_RS23485,-0.348887737,0.282466427,0.659456772,,,,,
gene-M8001_RS23645,-0.348662397,0.230286248,0.60353099,WP_003254549.1,yciI T1E_4070,YciI family protein,,
gene-M8001_RS09455,-0.348183934,0.277383279,0.657015031,WP_003252789.1,folE T1E_5169,GTP cyclohydrolase I FolE,,
gene-M8001_RS05420,-0.347320821,0.234272293,0.609692181,WP_020193354.1,PRJ_1085,multicopper oxidase family protein,,
gene-M8001_RS27295,-0.347132134,0.302594776,0.677809864,WP_164721831.1,,2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase,,
gene-M8001_RS09965,-0.347043569,0.314965855,0.691531369,WP_049586850.1,mltG DM483_18175,endolytic transglycosylase MltG,,
gene-M8001_RS11275,-0.346713746,0.316151365,0.691822201,WP_172830932.1,,lipoprotein-releasing ABC transporter ATP-binding protein LolD,,
gene-M8001_RS28185,-0.345004583,0.574786344,0.860922104,WP_003253236.1,T1E_3942,ethanolamine utilization protein EutQ,,
gene-M8001_RS14810,-0.344309179,0.251771182,0.628584703,WP_049586188.1,DM483_03655,GntR family transcriptional regulator,,
gene-M8001_RS26420,-0.34279693,0.374115884,0.739165726,WP_026031986.1,E4195_23540 JEU22_29440,transporter substrate-binding domain-containing protein,,
gene-M8001_RS00900,-0.342503887,0.385839325,0.748720565,WP_257766418.1,,type I secretion C-terminal target domain-containing protein,,
gene-M8001_RS24530,-0.336931562,0.250798743,0.627892647,WP_049587103.1,JEU22_31520,OmpA family protein,,
gene-M8001_RS08750,-0.335410791,0.472742895,0.807983107,WP_049587228.1,DM483_15715,DUF2798 domain-containing protein,,
gene-M8001_RS07045,-0.334916147,0.291801607,0.668695996,WP_003251892.1,CW309_02325,mechanosensitive ion channel family protein,,
gene-M8001_RS03170,-0.333796787,0.398012602,0.757860138,,,,,
gene-M8001_RS17545,-0.328247522,0.47362495,0.808647752,WP_020193613.1,DM483_12365,DUF2946 family protein,,
gene-M8001_RS06925,-0.32761841,0.314165207,0.691110477,WP_172835045.1,,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,,
gene-M8001_RS09330,-0.326746817,0.34692822,0.717080126,WP_014860658.1,gmd T1E_3058,GDP-mannose 4%2C6-dehydratase,,
gene-M8001_RS12665,-0.32651844,0.278080552,0.657137896,WP_049587605.1,DM483_07970,sensor domain-containing diguanylate cyclase,,
gene-M8001_RS20890,-0.326343356,0.250741846,0.627892647,WP_126404341.1,,hypothetical protein,,
gene-M8001_RS03645,-0.326249209,0.385217326,0.748303492,WP_003247492.1,T1E_0758,DUF3015 domain-containing protein,,
gene-M8001_RS11375,-0.322981434,0.329914463,0.704375477,WP_049587503.1,DM483_23225,AraC family transcriptional regulator,,
gene-M8001_RS19330,-0.31374254,0.342446533,0.715326666,WP_049586520.1,,helix-turn-helix domain-containing protein,,
gene-M8001_RS27780,-0.307316666,0.388002242,0.749295225,WP_049588362.1,DM483_11100,phosphomannomutase/phosphoglucomutase,,
gene-M8001_RS19350,-0.303430773,0.290451837,0.667305274,WP_126404349.1,,hypothetical protein,,
gene-M8001_RS25705,-0.301325248,0.506899797,0.826756092,WP_126404391.1,,hypothetical protein,,
gene-M8001_RS03615,-0.298258246,0.376466669,0.741844062,WP_017148090.1,DM483_00205,hypothetical protein,,
gene-M8001_RS01405,-0.298040252,0.447352599,0.791779607,WP_011953221.1,,hypothetical protein,,
gene-M8001_RS26825,-0.296217229,0.343928284,0.715929732,WP_003249090.1,CW309_09310,sulfur carrier protein ThiS,,
gene-M8001_RS25850,-0.295768013,0.38369375,0.747455575,WP_019437569.1,C4Q27_14385,ABC-type transport auxiliary lipoprotein family protein,,
gene-M8001_RS03770,-0.291505245,0.601922197,0.872937749,WP_003247435.1,,hypothetical protein,,
gene-M8001_RS09025,-0.288941079,0.306756715,0.682001083,WP_049587257.1,DM483_15435,beta (1-6) glucans synthase,,
gene-M8001_RS18175,-0.285988717,0.347018398,0.717080126,WP_049587704.1,DM483_19330,ABC transporter ATP-binding protein/permease,,
gene-M8001_RS12225,-0.283471889,0.433015461,0.781235764,WP_014591663.1,PRJ_3567,3-deoxy-7-phosphoheptulonate synthase,,
gene-M8001_RS01480,-0.281988846,0.49251712,0.820023718,WP_049588069.1,DM483_16480,DUF3077 domain-containing protein,,
gene-M8001_RS15775,-0.27688135,0.336065774,0.709955955,WP_024717547.1,,hypothetical protein,,
gene-M8001_RS19170,-0.274496718,0.360187415,0.72781742,WP_049586495.1,AA098_17020,GGDEF domain-containing protein,,
gene-M8001_RS16730,-0.269816813,0.394186643,0.753430734,WP_049587922.1,DM483_13195,EAL domain-containing protein,,
gene-M8001_RS20150,-0.269238379,0.347271268,0.717080126,WP_003250934.1,CW309_10585,DUF6434 domain-containing protein,,
gene-M8001_RS19905,-0.268695657,0.372903896,0.737888711,WP_010954623.1,,IS5 family transposase,,
gene-M8001_RS24575,-0.268226754,0.486535493,0.81510789,,,,,
gene-M8001_RS26700,-0.261672005,0.400668592,0.759146229,WP_010955626.1,,secretin and TonB N-terminal domain-containing protein,,
gene-M8001_RS25445,-0.253876597,0.398582813,0.758323046,WP_049586722.1,PRJ_4846,NfeD family protein,,
gene-M8001_RS00750,-0.252311817,0.409543059,0.766296918,WP_049588412.1,DM483_15000,TerC family protein,,
gene-M8001_RS15120,-0.24946051,0.387476241,0.749295225,WP_049586316.1,DM483_03975,autotransporter assembly complex protein TamA,,
gene-M8001_RS07445,-0.248343245,0.454631821,0.79606337,WP_049587369.1,DM483_06130,DegQ family serine endoprotease,,
gene-M8001_RS06885,-0.246388299,0.454005238,0.79606337,WP_003251830.1,,ClpXP protease specificity-enhancing factor,,
gene-M8001_RS28000,-0.244053715,0.501229338,0.824232679,WP_012054120.1,,DUF3299 domain-containing protein,,
gene-M8001_RS02335,-0.243636802,0.487022436,0.81510789,,,,,
gene-M8001_RS08455,-0.242882196,0.528311858,0.835407694,WP_049588159.1,DM483_28295,hypothetical protein,,
gene-M8001_RS00880,-0.241316779,0.47192135,0.806843252,WP_172835033.1,,transglutaminase-like cysteine peptidase,,
gene-M8001_RS10885,-0.240637365,0.461290766,0.800258812,WP_020192899.1,PRJ_3807,hypothetical protein,,
gene-M8001_RS13785,-0.236239539,0.684830264,0.904672871,WP_172835029.1,,type VI secretion system-associated protein TagO,,
gene-M8001_RS18225,-0.229763726,0.916582396,0.980197999,WP_020191115.1,DM483_19285,type II secretion system protein,,
gene-M8001_RS12640,-0.226705392,0.756885736,0.928840491,WP_049587601.1,DM483_07945,TolC family protein,,
gene-M8001_RS15305,-0.224384672,0.529086883,0.83583874,WP_049586315.1,DM483_04160,PAS domain-containing protein,,
gene-M8001_RS16095,-0.223310239,0.583649427,0.864702644,WP_020190937.1,PRJ_2860,MFS transporter,,
gene-M8001_RS10180,-0.222902108,0.505971031,0.826447942,WP_110771793.1,,MBL fold metallo-hydrolase,,
gene-M8001_RS11750,-0.222465241,0.443809083,0.788214572,WP_049587527.1,DM483_07035,histidine phosphatase family protein,,
gene-M8001_RS01005,-0.221814888,0.466721357,0.804336025,WP_049588039.1,DM483_15990,uroporphyrinogen-III C-methyltransferase,,
gene-M8001_RS07805,-0.218794875,0.600322292,0.872071748,WP_003252223.1,T1E_2881,DUF4398 domain-containing protein,,
gene-M8001_RS00100,-0.215197134,0.498585211,0.823392922,WP_126404318.1,,transcriptional regulator,,
gene-M8001_RS05755,-0.211009476,0.470038765,0.805194346,WP_003254918.1,PPS_4154,hypothetical protein,,
gene-M8001_RS04990,-0.209370385,0.594566443,0.869849291,WP_014589823.1,E4195_05485 JEU22_13050,superoxide dismutase,,
gene-M8001_RS00020,-0.207316228,0.551842136,0.852583899,WP_049588470.1,mnmG gidA DM483_14265,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,,
gene-M8001_RS26280,-0.204712917,0.482825967,0.812967374,WP_164721830.1,,Holliday junction resolvase RuvX,,
gene-M8001_RS17450,-0.202197655,0.547792235,0.848812889,WP_049587855.1,DM483_12460,DUF4440 domain-containing protein,,
gene-M8001_RS15345,-0.20184592,0.509356758,0.828240437,WP_049586152.1,DM483_04200,Txe/YoeB family addiction module toxin,,
gene-M8001_RS04570,-0.201371675,0.504301365,0.825939901,WP_049586426.1,DM483_01185,sulfite reductase flavoprotein subunit alpha,,
gene-M8001_RS02585,-0.200846694,0.521252981,0.834006279,WP_020192246.1,C4Q27_09025,PLP-dependent aminotransferase family protein,,
gene-M8001_RS22105,-0.19803658,0.510425788,0.82893101,WP_049588211.1,DM483_09290,aspartate aminotransferase family protein,,
gene-M8001_RS07405,-0.195872391,0.520899,0.834006279,WP_028698136.1,PRJ_4414,HDOD domain-containing protein,,
gene-M8001_RS14395,-0.195717342,0.613522059,0.875854122,WP_049586231.1,DM483_03225,universal stress protein,,
gene-M8001_RS09970,-0.192889066,0.513405007,0.83016651,WP_256591200.1,,dTMP kinase,,
gene-M8001_RS07545,-0.192846044,0.575322993,0.860922104,WP_049587377.1,DM483_06235,ShlB/FhaC/HecB family hemolysin secretion/activation protein,,
gene-M8001_RS18330,-0.191965457,0.545439288,0.846662074,WP_004577524.1,CW309_26635,RidA family protein,,
gene-M8001_RS17445,-0.190029428,0.922170865,0.982290138,WP_051122565.1,DM483_12465,hypothetical protein,,
gene-M8001_RS06895,-0.187845341,0.543466829,0.846052091,WP_012053657.1,gmhA T1E_4343,phosphoheptose isomerase,,
gene-M8001_RS05425,-0.186118737,0.61383685,0.875854122,WP_012051365.1,tadA PRJ_1086,tRNA adenosine(34) deaminase TadA,,
gene-M8001_RS23395,-0.185874829,0.604709651,0.874307276,WP_232014118.1,,OprD family porin,,
gene-M8001_RS16760,-0.183645227,0.505486303,0.826447942,WP_049587918.1,DM483_13165,PucR family transcriptional regulator,,
gene-M8001_RS19375,-0.182609013,0.585344116,0.865984008,WP_232014133.1,,restriction endonuclease,,
gene-M8001_RS13130,-0.177850358,0.90940152,0.978419433,WP_031299399.1,CAZ10_23055,DUF932 domain-containing protein,,
gene-M8001_RS03730,-0.177789028,0.596305763,0.870735389,WP_049586369.1,DM483_00325,hypothetical protein,,
gene-M8001_RS07760,-0.17582876,0.582335744,0.864336425,WP_029615556.1,C4Q27_17555,Wsp signal transduction system regulator diguanylate cyclase WspR,,
gene-M8001_RS12190,-0.174009,0.633347276,0.884314688,WP_049587564.1,DM483_07465,FtsX-like permease family protein,,
gene-M8001_RS17705,-0.173739073,0.616910383,0.87698958,WP_049588293.1,DM483_28900,ATP-binding protein,,
gene-M8001_RS23830,-0.172972839,0.688550593,0.904693667,WP_051122595.1,,hypothetical protein,,
gene-M8001_RS10110,-0.16269309,0.599765658,0.872071748,WP_049586812.1,DM483_18025,hypothetical protein,,
gene-M8001_RS11390,-0.162465437,0.621492707,0.879470459,WP_049587514.1,DM483_23210,LysR substrate-binding domain-containing protein,,
gene-M8001_RS25560,-0.161842044,0.812109666,0.948016877,WP_004576962.1,T1E_5115,bacterioferritin,,
gene-M8001_RS00105,-0.15961962,0.63915707,0.886698935,WP_016497350.1,,hypothetical protein,,
gene-M8001_RS04710,-0.159566271,0.586843241,0.866648485,WP_049586439.1,DM483_01330,serine hydrolase,,
gene-M8001_RS26190,-0.159494791,0.633920823,0.884314688,WP_049587487.1,DM483_13600,hypothetical protein,,
gene-M8001_RS10325,-0.158386018,0.617250821,0.877094752,,,,,
gene-M8001_RS15480,-0.156575997,0.601125358,0.872423555,WP_023082813.1,PQBR55_0101,Tn3 family transposase,,
gene-M8001_RS27100,-0.156030978,0.659276367,0.894928221,WP_049588366.1,PRJ_5193,2OG-Fe(II) oxygenase,,
gene-M8001_RS18475,-0.155556597,0.584154247,0.864959382,WP_019751835.1,DM483_21620,hypothetical protein,,
gene-M8001_RS10250,-0.153306189,0.685235397,0.904672871,WP_126404377.1,,hypothetical protein,,
gene-M8001_RS02140,-0.15326491,0.690320225,0.904804997,WP_172835034.1,,peptidylprolyl isomerase SurA,,
gene-M8001_RS00255,-0.149774965,0.646779836,0.888491867,WP_223296393.1,,hypothetical protein,,
gene-M8001_RS13580,-0.148984808,0.599807977,0.872071748,WP_049588141.1,DM483_26560,GNAT family N-acetyltransferase,,
gene-M8001_RS04140,-0.147632555,0.607087774,0.874836787,WP_003247328.1,yiaD T1E_2112,OmpA family protein,,
gene-M8001_RS09020,-0.146133535,0.628924396,0.882951847,WP_014592050.1,C4Q27_18575,hypothetical protein,,
gene-M8001_RS10995,-0.14461589,0.686559426,0.904672871,WP_049586696.1,DM483_19085,transporter substrate-binding domain-containing protein,,
gene-M8001_RS12415,-0.144596621,0.783488517,0.937670432,WP_049587582.1,DM483_07710,fimbria/pilus outer membrane usher protein,,
gene-M8001_RS06910,-0.143790261,0.657677179,0.894362942,WP_014592287.1,rsmI PRJ_4515,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,,
gene-M8001_RS13815,-0.139764767,0.698461597,0.908498475,WP_256591194.1,,BcsE family c-di-GMP-binding protein,,
gene-M8001_RS04625,-0.137303542,0.796524718,0.942681819,WP_003248483.1,opuCD PRJ_0910,ABC transporter permease,,
gene-M8001_RS00890,-0.136914733,0.638817524,0.886698935,WP_172830945.1,,HlyD family type I secretion periplasmic adaptor subunit,,
gene-M8001_RS06320,-0.135383375,0.63028307,0.883210865,WP_202814912.1,,cold-shock protein,,
gene-M8001_RS07070,-0.131922539,0.675228533,0.901321703,WP_049587345.1,DM483_05745,DUF2470 domain-containing protein,,
gene-M8001_RS00195,-0.131499354,0.922238288,0.982290138,WP_009395904.1,CSV86_005375 CSV86_04942,OprO/OprP family phosphate-selective porin,,
gene-M8001_RS10580,-0.130581303,0.646630303,0.888491867,WP_049586638.1,DM483_18665,DUF5629 family protein,,
gene-M8001_RS07640,-0.128033559,0.70100828,0.90856854,WP_049587384.1,C4Q27_17405,thioredoxin fold domain-containing protein,,
gene-M8001_RS16055,-0.128017218,0.674932435,0.901321703,WP_049586101.1,DM483_04915,sigma 54-interacting transcriptional regulator,,
gene-M8001_RS02920,-0.125692208,0.668305227,0.898805262,WP_049587194.1,DM483_24140,C13 family peptidase,,
gene-M8001_RS17105,-0.123410026,0.827056324,0.955285914,WP_049587888.1,DM483_12815,class I SAM-dependent methyltransferase,,
gene-M8001_RS08665,-0.120089544,0.696846794,0.907728241,WP_049587217.1,DM483_15795,NlpC/P60 family protein,,
gene-M8001_RS14535,-0.118564205,0.684664097,0.904672871,WP_232014157.1,,ATP-binding cassette domain-containing protein,,
gene-M8001_RS10310,-0.118294344,0.678083917,0.903534698,WP_172402858.1,,multidrug efflux MFS transporter,,
