gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
BL107_RS01650,,BL107_RS01650,BL107_RS01650,Protein Homology,341680.0,342090.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011822832.1,HNH endonuclease,WP_037987886.1,"GO:0003676,GO:0004519",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA",,BL107_06479,341680.0,342090.0,+,CK_Syn_BL107_06479,BL107_06479,"GO:0003676,GO:0004519",CK_00000339,"F.1,M.1","DNA replication%2C recombination%2C and repair,2'-Deoxyribonucleotide metabolism","NOG86494,COG1403,NOG295816,NOG69674,bactNOG53806,cyaNOG04857","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"nucleic acid binding,endonuclease activity",HNH endonuclease family protein,"PF01844,IPR002711,IPR003615","HNH endonuclease,HNH endonuclease,HNH nuclease",123,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / 2'-Deoxyribonucleotide metabolism,position_merge:BL107_06479→None,
BL107_RS12830,,BL107_RS12830,BL107_RS12830,Protein Homology,342095.0,342262.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010312668.1,hypothetical protein,WP_198002315.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12100,,BL107_RS12100,BL107_RS12100,Protein Homology,413968.0,414132.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850879.1,cyanate hydratase,WP_071984219.1,,,,,BL107_17406,413968.0,414132.0,-,CK_Syn_BL107_17406,cynH,"GO:0009440,GO:0008824",CK_00003051,E.4,Nitrogen metabolism,,,4.2.1.104,Transferred to 4.2.1.104,"cyanate catabolic process,cyanate catabolic process,cyanate hydratase activity",cyanate hydratase,,,160,Central intermediary metabolism / Nitrogen metabolism,position_merge:BL107_17406→None,
BL107_RS13035,,BL107_RS13035,BL107_RS13035,GeneMarkS-2+,464805.0,465029.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_037987923.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12840,,BL107_RS12840,BL107_RS12840,GeneMarkS-2+,465029.0,465214.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_037987925.1,,,,,,,,,,,,,,,,,,,,,,,,,,
arfB,arfB,BL107_RS02245,BL107_RS02245,Protein Homology,465249.0,465689.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360963.1,alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB,WP_037987927.1,"GO:0006415,GO:0003747",,translation release factor activity|0003747||IEA,translational termination|0006415||IEA,,,,,,,,,,,,,,,,,,,,,,3.1.1.29
BL107_RS12520,,BL107_RS12520,BL107_RS12520,GeneMarkS-2+,467193.0,467501.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779362.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS13190,,BL107_RS13190,BL107_RS13190,GeneMarkS-2+,470065.0,470196.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_255344615.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS02405,,BL107_RS02405,BL107_RS02405,GeneMarkS-2+,490740.0,491078.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_037987937.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12525,,BL107_RS12525,BL107_RS12525,GeneMarkS-2+,491269.0,491742.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779363.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12530,,BL107_RS12530,BL107_RS12530,GeneMarkS-2+,491976.0,492410.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_232192714.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12535,,BL107_RS12535,BL107_RS12535,GeneMarkS-2+,492403.0,492957.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779365.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS13040,,BL107_RS13040,BL107_RS13040,GeneMarkS-2+,493078.0,493488.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_232192715.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12540,,BL107_RS12540,BL107_RS12540,GeneMarkS-2+,500324.0,500467.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_232192721.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12545,,BL107_RS12545,BL107_RS12545,GeneMarkS-2+,544429.0,544677.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779370.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12550,,BL107_RS12550,BL107_RS12550,GeneMarkS-2+,545387.0,545527.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779371.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS02655,,BL107_RS02655,BL107_RS02655,GeneMarkS-2+,548698.0,549114.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_037987952.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS02680,,BL107_RS02680,BL107_RS02680,GeneMarkS-2+,551872.0,552132.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_037987954.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12135,,BL107_RS12135,BL107_RS12135,Protein Homology,621672.0,621791.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827047.1,photosystem II reaction center protein I,WP_006042333.1,,,,,BL107_17401,621672.0,621791.0,-,CK_Syn_BL107_17401,psbI,"GO:0015979,GO:0010206,GO:0010207,GO:0009523",CK_00001317,J.8,Photosystem II,"NOG306830,bactNOG92221,cyaNOG09193","bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"photosynthesis,photosystem II repair,photosystem II assembly,photosynthesis,photosystem II repair,photosystem II assembly,photosystem II",photosystem II reaction center protein PsbI,"PF02532,IPR003686","Photosystem II reaction centre I protein (PSII 4.8 kDa protein),Photosystem II PsbI",164,Energy metabolism / Photosynthesis,position_merge:BL107_17401→None,
BL107_RS03440,,BL107_RS03440,BL107_RS03440,GeneMarkS-2+,698263.0,698544.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779374.1,,,,,BL107_17413,698263.0,698544.0,+,CK_Syn_BL107_17413,,,CK_00049604,,,,,,,,conserved hypothetical protein,,,856,Not Found,position_merge:BL107_17413→None,
BL107_RS03460,,BL107_RS03460,BL107_RS03460,Protein Homology,700808.0,701581.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360754.1,alpha/beta fold hydrolase,WP_037987998.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12565,,BL107_RS12565,BL107_RS12565,GeneMarkS-2+,712487.0,712642.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779376.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS03760,,BL107_RS03760,BL107_RS03760,Protein Homology,749275.0,749523.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363396.1,DUF2839 domain-containing protein,WP_037988014.1,,,,,BL107_08676,749275.0,749523.0,-,CK_Syn_BL107_08676,BL107_08676,"GO:0008150,GO:0003674,GO:0005575",CK_00000539,R.2,Conserved hypothetical proteins,"NOG14379,NOG266696,COG0733,bactNOG40105,cyaNOG03933","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"biological_process,biological_process,molecular_function,biological_process,molecular_function,cellular_component",uncharacterized conserved membrane protein (DUF2839),"PF10999,IPR021262","Protein of unknown function (DUF2839),Protein of unknown function DUF2839",156,Hypothetical proteins / Conserved,position_merge:BL107_08676→None,
BL107_RS13205,,BL107_RS13205,BL107_RS13205,Protein Homology,757013.0,757261.0,+,,,COORDINATES: protein motif:HMM:TIGR03798.1,Nif11-like leader peptide family RiPP precursor,WP_255344616.1,,,,,BL107_17410,757013.0,757261.0,+,CK_Syn_BL107_17410,,,CK_00006501,"D.1.9,R.2"," Other,Conserved hypothetical proteins",COG1370,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,,,,nif11-like leader peptide domain protein,"TIGR03798,PF07862,IPR012903,IPR022516","nif11-like leader peptide domain,Nif11 domain,Nif11 domain,Nif11-like leader peptide","156,157","Hypothetical proteins / Conserved,Unknown function / General",position_merge:BL107_17410→None,
BL107_RS04010,,BL107_RS04010,BL107_RS04010,Protein Homology,794579.0,795208.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360656.1,HEAT repeat domain-containing protein,WP_037988040.1,GO:0005515,,protein binding|0005515||IEA,,BL107_08936,794579.0,795208.0,+,CK_Syn_BL107_08936,cpeZ,"GO:0017011,GO:0031409,GO:0030089",CK_00001571,J.5.4,Phycobilin lyase,"NOG47943,COG1413,bactNOG35360,cyaNOG03460","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [C] Energy production and conversion,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",4.-.-.-,,"protein-phycoerythrobilin linkage,protein-phycoerythrobilin linkage,pigment binding,protein-phycoerythrobilin linkage,pigment binding,phycobilisome",phycoerythrobilin:Cys-82 alpha-phycoerythrin lyase%2C CpeZ subunit,PF13646,HEAT repeats,164,Energy metabolism / Photosynthesis,position_merge:BL107_08936→None,
BL107_RS04170,,BL107_RS04170,BL107_RS04170,Protein Homology,819769.0,819864.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294325.1,photosystem II reaction center protein T,WP_011360624.1,,,,,BL107_17402,819772.0,819864.0,-,CK_Syn_BL107_17402,psbT,"GO:0015979,GO:0009523",CK_00003852,J.8,Photosystem II,,,,,"photosynthesis,photosynthesis,photosystem II",photosystem II reaction center T protein,"PF01405,IPR001743","Photosystem II reaction centre T protein,Photosystem II PsbT",164,Energy metabolism / Photosynthesis,position_merge:BL107_17402→None,
BL107_RS12570,,BL107_RS12570,BL107_RS12570,GeneMarkS-2+,880795.0,881055.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779381.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS04525,,BL107_RS04525,BL107_RS04525,Protein Homology,885053.0,885253.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006849963.1,hypothetical protein,WP_037988073.1,,,,,SynBL107_50004,885053.0,885253.0,+,CK_Syn_BL107_50004,,,CK_00053684,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved,position_merge:SynBL107_50004→None,
BL107_RS12575,,BL107_RS12575,BL107_RS12575,Protein Homology,888582.0,888929.0,-,,,COORDINATES: protein motif:HMM:NF016923.4,phage major capsid protein,WP_037988075.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12580,,BL107_RS12580,BL107_RS12580,GeneMarkS-2+,889122.0,890771.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,PD40 domain-containing protein,WP_198002320.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS04560,,BL107_RS04560,BL107_RS04560,GeneMarkS-2+,893619.0,894398.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_037988079.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS04625,,BL107_RS04625,BL107_RS04625,Protein Homology,902176.0,903057.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827273.1,sulfotransferase domain-containing protein,WP_037988090.1,"GO:0015016,GO:0016787",,"[heparan sulfate]-glucosamine N-sulfotransferase activity|0015016||IEA,hydrolase activity|0016787||IEA",,,,,,,,,,,,,,,,,,,,,,,
BL107_RS04630,,BL107_RS04630,BL107_RS04630,Protein Homology,903050.0,903595.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827274.1,hypothetical protein,WP_037988092.1,,,,,BL107_17407,903050.0,903595.0,+,CK_Syn_BL107_17407,,,CK_00004370,R.3,Enzymes of unknown specificity,COG0454,COG: KR,,,,acyl-CoA N-acyltransferase,IPR016181,Acyl-CoA N-acyltransferase,703,Unknown function / Enzymes of unknown specificity,position_merge:BL107_17407→None,
rpmH,rpmH,BL107_RS12180,BL107_RS12180,Protein Homology,920802.0,920939.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128745.1,50S ribosomal protein L34,WP_011360548.1,"GO:0006412,GO:0003735,GO:0000315,GO:0022625","organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BL107_17403,920802.0,920939.0,-,CK_Syn_BL107_17403,rpmH,"GO:0006412,GO:0000049,GO:0003723,GO:0003735,GO:0019843,GO:0030529,GO:0005840,GO:0022625",CK_00007751,K.2,Ribosomal proteins: synthesis and modification,"NOG317298,NOG300414,NOG273082,COG0230,bactNOG96711,bactNOG91219,bactNOG99317,cyaNOG09009,cyaNOG04707,cyaNOG04553","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,ribonucleoprotein complex,ribosome,cytosolic large ribosomal subunit",50S ribosomal protein L34,"TIGR01030,PF00468,PS00784,IPR020939,IPR000271","ribosomal protein bL34,Ribosomal protein L34,Ribosomal protein L34 signature.,Ribosomal protein L34%2C conserved site,Ribosomal protein L34",158,Protein synthesis / Ribosomal proteins: synthesis and modification,position_merge:BL107_17403→None,
BL107_RS13220,,BL107_RS13220,BL107_RS13220,GeneMarkS-2+,971912.0,972034.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_255344635.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS05015,,BL107_RS05015,BL107_RS05015,Protein Homology,973240.0,973842.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360488.1,DUF1643 domain-containing protein,WP_037988771.1,,,,,,,,,,,,,,,,,,,,,,,,,,
ebsA,ebsA,BL107_RS05070,BL107_RS05070,Protein Homology,979902.0,980171.0,+,,,COORDINATES: protein motif:HMM:NF045587.1,type IV pilus biogenesis protein EbsA,WP_050749829.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS13065,,BL107_RS13065,BL107_RS13065,GeneMarkS-2+,1021950.0,1022210.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_232192770.1,,,,,SynBL107_50012,1021950.0,1022210.0,+,CK_Syn_BL107_50012,,,CK_00044992,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved,position_merge:SynBL107_50012→None,
BL107_RS12590,,BL107_RS12590,BL107_RS12590,GeneMarkS-2+,1084330.0,1084587.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779393.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12595,,BL107_RS12595,BL107_RS12595,GeneMarkS-2+,1091677.0,1092408.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779395.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12600,,BL107_RS12600,BL107_RS12600,GeneMarkS-2+,1092412.0,1092771.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779396.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS05755,,BL107_RS05755,BL107_RS05755,Protein Homology,1106842.0,1107300.0,-,,,COORDINATES: protein motif:HMM:NF025579.4,COP23 domain-containing protein,WP_050749832.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12190,,BL107_RS12190,BL107_RS12190,Protein Homology,1107675.0,1109012.0,+,,,COORDINATES: protein motif:HMM:NF024758.4,trypsin-like peptidase domain-containing protein,WP_071984231.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS13080,,BL107_RS13080,BL107_RS13080,Protein Homology,1226714.0,1226908.0,-,,,COORDINATES: protein motif:HMM:NF017269.4,glycine zipper 2TM domain-containing protein,WP_342453342.1,GO:0019867,outer membrane|0019867||IEA,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS06400,,BL107_RS06400,BL107_RS06400,Protein Homology,1228639.0,1229097.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360246.1,aromatic acid exporter family protein,WP_050749869.1,,,,,BL107_17411,1228642.0,1229097.0,-,CK_Syn_BL107_17411,,,CK_00051504,"D.1.9,R.2"," Other,Conserved hypothetical proteins",COG1289,COG: POORLY CHARACTERIZED [S] Function unknown,,,,uncharacterized conserved membrane protein,PF13515,Fusaric acid resistance protein-like,156,Hypothetical proteins / Conserved,position_merge:BL107_17411→None,
BL107_RS12910,,BL107_RS12910,BL107_RS12910,Protein Homology,1231261.0,1231428.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006041050.1,hypothetical protein,WP_198002328.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS06455,,BL107_RS06455,BL107_RS06455,Protein Homology,1235696.0,1237396.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360240.1,protein adenylyltransferase SelO family protein,WP_037988208.1,,,,,BL107_11481,1235696.0,1237396.0,-,CK_Syn_BL107_11481,BL107_11481,,CK_00000739,R.2,Conserved hypothetical proteins,"COG0397,bactNOG00280,cyaNOG01139,cyaNOG05249","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,ACR YdiU/UPF0061 family protein,"PF02696,IPR003846","Uncharacterized ACR%2C YdiU/UPF0061 family,Protein adenylyltransferase SelO",156,Hypothetical proteins / Conserved,position_merge:BL107_11481→None,
BL107_RS06515,,BL107_RS06515,BL107_RS06515,GeneMarkS-2+,1246160.0,1246342.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_037988215.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS13090,,BL107_RS13090,BL107_RS13090,GeneMarkS-2+,1247394.0,1247783.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_232192816.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12925,,BL107_RS12925,BL107_RS12925,Protein Homology,1254567.0,1254689.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011933287.1,photosystem II protein Y,WP_037988830.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS06875,,BL107_RS06875,BL107_RS06875,Protein Homology,1318933.0,1319307.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360143.1,4a-hydroxytetrahydrobiopterin dehydratase,WP_232192819.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS13315,,BL107_RS13315,BL107_RS13315,Protein Homology,1324587.0,1324649.0,+,,,COORDINATES: protein motif:HMM:NF022336.4,hypothetical protein,WP_369791580.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS07185,,BL107_RS07185,BL107_RS07185,Protein Homology,1388857.0,1389882.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006041637.1,ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase,WP_037988262.1,"GO:0006006,GO:0016620,GO:0050661,GO:0051287",,"oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA,NADP binding|0050661||IEA,NAD binding|0051287||IEA",glucose metabolic process|0006006||IEA,BL107_12295,1388857.0,1389882.0,-,CK_Syn_BL107_12295,gap3,"GO:0006006,GO:0055114,GO:0016620,GO:0050661,GO:0051287",CK_00008093,"D.1.5,G.4","Phosphorus,Glycolysis/gluconeogenesis","COG0057,bactNOG00550,cyaNOG02017","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)%3B triosephosphate dehydrogenase (ambiguous)%3B glyceraldehyde phosphate dehydrogenase%3B phosphoglyceraldehyde dehydrogenase%3B 3-phosphoglyceraldehyde dehydrogenase%3B NAD+-dependent glyceraldehyde phosphate dehydrogenase%3B glyceraldehyde phosphate dehydrogenase (NAD+)%3B glyceraldehyde-3-phosphate dehydrogenase (NAD+)%3B NADH-glyceraldehyde phosphate dehydrogenase%3B glyceraldehyde-3-P-dehydrogenase,"glucose metabolic process,oxidation-reduction process,glucose metabolic process,oxidation-reduction process,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor,NADP binding,NAD binding",glyceraldehyde-3-phosphate dehydrogenase,"TIGR01534,PF00044,PF02800,PS00071,IPR020828,IPR020830,IPR020829,IPR006424","glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD binding domain,Glyceraldehyde 3-phosphate dehydrogenase%2C C-terminal domain,Glyceraldehyde 3-phosphate dehydrogenase active site.,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD(P) binding domain,Glyceraldehyde 3-phosphate dehydrogenase%2C active site,Glyceraldehyde 3-phosphate dehydrogenase%2C catalytic domain,Glyceraldehyde-3-phosphate dehydrogenase%2C type I",116,Energy metabolism / Glycolysis/gluconeogenesis,position_merge:BL107_12295→None,
