seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags,ec_numbers
NC_010475.1,SYNPCC7002_RS13910,,SYNPCC7002_RS13910,SYNPCC7002_A2815,Protein Homology,2939268,2940338,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308402.1,PleD family two-component system response regulator,WP_012308402.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,SYNPCC7002_A2815,
NC_010475.1,SYNPCC7002_RS13915,,SYNPCC7002_RS13915,SYNPCC7002_A2816,Protein Homology,2940458,2942725,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308403.1,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,WP_012308403.1,"GO:0015970,GO:0005524,GO:0005525,GO:0046872",,"ATP binding|0005524||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA",guanosine tetraphosphate biosynthetic process|0015970||IEA,SYNPCC7002_A2816,2.7.6.5
NC_010475.1,patD,patD,SYNPCC7002_RS13920,SYNPCC7002_A2817,Protein Homology,2943033,2943404,+,,,COORDINATES: protein motif:HMM:NF037954.1,heterocyst frequency control protein PatD,WP_012308404.1,,,,,SYNPCC7002_A2817,
NC_010475.1,SYNPCC7002_RS13925,,SYNPCC7002_RS13925,SYNPCC7002_A2818,Protein Homology,2943370,2944557,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308405.1,histidine kinase,WP_012308405.1,,,,,SYNPCC7002_A2818,
NC_010475.1,SYNPCC7002_RS13930,,SYNPCC7002_RS13930,SYNPCC7002_A2819,Protein Homology,2944829,2946418,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006104699.1,glycoside hydrolase family 57 protein,WP_012308406.1,,,,,SYNPCC7002_A2819,
NC_010475.1,SYNPCC7002_RS13935,,SYNPCC7002_RS13935,SYNPCC7002_A2820,Protein Homology,2946612,2947370,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308407.1,hypothetical protein,WP_012308407.1,,,,,SYNPCC7002_A2820,
NC_010475.1,SYNPCC7002_RS13940,,SYNPCC7002_RS13940,SYNPCC7002_A2821,Protein Homology,2947451,2947810,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308408.1,phage holin family protein,WP_012308408.1,"GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA",,,SYNPCC7002_A2821,
NC_010475.1,SYNPCC7002_RS13950,,SYNPCC7002_RS13950,SYNPCC7002_A2824,Protein Homology,2948685,2949389,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308411.1,YkvA family protein,WP_012308411.1,GO:0016020,membrane|0016020||IEA,,,SYNPCC7002_A2824,
NC_010475.1,SYNPCC7002_RS13955,,SYNPCC7002_RS13955,SYNPCC7002_A2825,Protein Homology,2949400,2949624,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308412.1,YgiT-type zinc finger protein,WP_012308412.1,,,,,SYNPCC7002_A2825,
NC_010475.1,purE,purE,SYNPCC7002_RS13960,SYNPCC7002_A2826,Protein Homology,2949666,2950190,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308413.1,5-(carboxyamino)imidazole ribonucleotide mutase,WP_012308413.1,"GO:0006189,GO:0009152,GO:0004638,GO:0009320",phosphoribosylaminoimidazole carboxylase complex|0009320||IEA,phosphoribosylaminoimidazole carboxylase activity|0004638||IEA,"'de novo' IMP biosynthetic process|0006189||IEA,purine ribonucleotide biosynthetic process|0009152||IEA",SYNPCC7002_A2826,"4.1.1.21,5.4.99.18"
NC_010475.1,nagA,nagA,SYNPCC7002_RS13965,SYNPCC7002_A2827,Protein Homology,2950213,2951376,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308414.1,N-acetylglucosamine-6-phosphate deacetylase,WP_012308414.1,"GO:0006044,GO:0008448",,N-acetylglucosamine-6-phosphate deacetylase activity|0008448||IEA,N-acetylglucosamine metabolic process|0006044||IEA,SYNPCC7002_A2827,3.5.1.25
NC_010475.1,SYNPCC7002_RS13970,,SYNPCC7002_RS13970,SYNPCC7002_A2828,GeneMarkS-2+,2951373,2952356,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041444048.1,,,,,SYNPCC7002_A2828,
NC_010475.1,SYNPCC7002_RS13975,,SYNPCC7002_RS13975,SYNPCC7002_A2829,Protein Homology,2952481,2953191,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308416.1,DUF1176 domain-containing protein,WP_012308416.1,,,,,SYNPCC7002_A2829,
NC_010475.1,SYNPCC7002_RS13980,,SYNPCC7002_RS13980,SYNPCC7002_A2830,Protein Homology,2953238,2954317,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308417.1,PIN/TRAM domain-containing protein,WP_012308417.1,,,,,SYNPCC7002_A2830,
NC_010475.1,hemW,hemW,SYNPCC7002_RS13985,SYNPCC7002_A2831,Protein Homology,2954505,2955695,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308418.1,radical SAM family heme chaperone HemW,WP_012308418.1,"GO:0006779,GO:0051539,GO:0051989,GO:0005737",cytoplasm|0005737||IEA,"4 iron%2C 4 sulfur cluster binding|0051539||IEA,coproporphyrinogen dehydrogenase activity|0051989||IEA",porphyrin-containing compound biosynthetic process|0006779||IEA,SYNPCC7002_A2831,
NC_010475.1,SYNPCC7002_RS13990,,SYNPCC7002_RS13990,SYNPCC7002_A2832,Protein Homology,2955726,2956664,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308419.1,GDP-L-fucose synthase,WP_012308419.1,,,,,SYNPCC7002_A2832,
NC_010475.1,SYNPCC7002_RS13995,,SYNPCC7002_RS13995,SYNPCC7002_A2833,Protein Homology,2956689,2957591,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308420.1,acyl-CoA desaturase,WP_012308420.1,,,,,SYNPCC7002_A2833,1.14.19.-
NC_010475.1,SYNPCC7002_RS14000,,SYNPCC7002_RS14000,SYNPCC7002_A2834,Protein Homology,2957684,2958352,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308421.1,Mo-dependent nitrogenase C-terminal domain-containing protein,WP_012308421.1,,,,,SYNPCC7002_A2834,
NC_010475.1,SYNPCC7002_RS14005,,SYNPCC7002_RS14005,SYNPCC7002_A2835,Protein Homology,2958572,2959690,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308422.1,response regulator,WP_012308422.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,SYNPCC7002_A2835,
NC_010475.1,SYNPCC7002_RS14010,,SYNPCC7002_RS14010,SYNPCC7002_A2836,Protein Homology,2959893,2961509,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308423.1,RluA family pseudouridine synthase,WP_012308423.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",SYNPCC7002_A2836,5.4.99.-
NC_010475.1,SYNPCC7002_RS14015,,SYNPCC7002_RS14015,SYNPCC7002_A2837,GeneMarkS-2+,2961586,2962032,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012308424.1,,,,,SYNPCC7002_A2837,
NC_010475.1,SYNPCC7002_RS14020,,SYNPCC7002_RS14020,SYNPCC7002_A2838,Protein Homology,2962059,2962946,-,,,COORDINATES: protein motif:HMM:NF015000.5,glycerophosphodiester phosphodiesterase,WP_012308425.1,,,,,SYNPCC7002_A2838,
NC_010475.1,ccmA,ccmA,SYNPCC7002_RS14025,SYNPCC7002_A2839,Protein Homology,2963044,2963898,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308426.1,heme ABC exporter ATP-binding protein CcmA,WP_012308426.1,"GO:0015886,GO:0017004,GO:0015439,GO:0022857,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,"ABC-type heme transporter activity|0015439||IEA,transmembrane transporter activity|0022857||IEA","heme transport|0015886||IEA,cytochrome complex assembly|0017004||IEA",SYNPCC7002_A2839,7.6.2.5
NC_010475.1,SYNPCC7002_RS14030,,SYNPCC7002_RS14030,SYNPCC7002_A2840,Protein Homology,2963919,2964494,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007304179.1,Uma2 family endonuclease,WP_041443685.1,"GO:0003676,GO:0004519",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA",,SYNPCC7002_A2840,
NC_010475.1,stpA,stpA,SYNPCC7002_RS14035,SYNPCC7002_A2841,Protein Homology,2964572,2965822,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308428.1,glucosylglycerol 3-phosphatase,WP_012308428.1,"GO:0006970,GO:0050530",,glucosylglycerol 3-phosphatase activity|0050530||IEA,response to osmotic stress|0006970||IEA,SYNPCC7002_A2841,3.1.3.69
NC_010475.1,SYNPCC7002_RS17310,,SYNPCC7002_RS17310,SYNPCC7002_RS17310,Protein Homology,2965914,2966492,-,,,COORDINATES: protein motif:HMM:NF014801.5,FGGY-family carbohydrate kinase,WP_315862532.1,"GO:0005975,GO:0016301",,kinase activity|0016301||IEA,carbohydrate metabolic process|0005975||IEA,,
NC_010475.1,SYNPCC7002_RS17315,,SYNPCC7002_RS17315,SYNPCC7002_RS17315,Protein Homology,2966416,2967429,-,,,COORDINATES: protein motif:HMM:NF012589.5,FGGY family carbohydrate kinase,WP_315862533.1,,,,,,
NC_010475.1,gghA,gghA,SYNPCC7002_RS14045,SYNPCC7002_A2843,Protein Homology,2967507,2969855,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308429.1,glucosylglycerol hydrolase,WP_012308429.1,,,,,SYNPCC7002_A2843,
NC_010475.1,SYNPCC7002_RS14050,,SYNPCC7002_RS14050,SYNPCC7002_A2844,Protein Homology,2970035,2970271,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002772185.1,hypothetical protein,WP_030007702.1,,,,,SYNPCC7002_A2844,
NC_010475.1,SYNPCC7002_RS14055,,SYNPCC7002_RS14055,SYNPCC7002_A2845,Protein Homology,2970392,2971825,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308431.1,MFS transporter,WP_012308431.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,SYNPCC7002_A2845,
NC_010475.1,SYNPCC7002_RS14060,,SYNPCC7002_RS14060,SYNPCC7002_A2846,Protein Homology,2971986,2973191,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308432.1,MFS transporter,WP_012308432.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,SYNPCC7002_A2846,
NC_010475.1,SYNPCC7002_RS14065,,SYNPCC7002_RS14065,SYNPCC7002_A2847,Protein Homology,2973816,2975495,+,,,COORDINATES: protein motif:HMM:NF013631.5,PLAT/LH2 domain-containing protein,WP_012308433.1,GO:0005515,,protein binding|0005515||IEA,,SYNPCC7002_A2847,
NC_010475.1,SYNPCC7002_RS16240,,SYNPCC7002_RS16240,SYNPCC7002_A2848,Protein Homology,2975686,2976804,+,,,COORDINATES: protein motif:HMM:NF015338.5,mannan-binding protein,WP_049761687.1,,,,,SYNPCC7002_A2848,
NC_010475.1,gghA,gghA,SYNPCC7002_RS14075,SYNPCC7002_A2849,Protein Homology,2976861,2979410,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308435.1,glucosylglycerol hydrolase,WP_012308435.1,,,,,SYNPCC7002_A2849,
NC_010475.1,SYNPCC7002_RS14080,,SYNPCC7002_RS14080,SYNPCC7002_A2850,GeneMarkS-2+,2979937,2980197,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_143589382.1,,,,,SYNPCC7002_A2850,
NC_010475.1,ggpS,ggpS,SYNPCC7002_RS14085,SYNPCC7002_A2851,Protein Homology,2980301,2981803,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308437.1,glucosylglycerol-phosphate synthase,WP_012308437.1,"GO:0006970,GO:0051473,GO:0033828",,glucosylglycerol-phosphate synthase activity|0033828||IEA,"response to osmotic stress|0006970||IEA,glucosylglycerol biosynthetic process|0051473||IEA",SYNPCC7002_A2851,2.4.1.213
NC_010475.1,glpD,glpD,SYNPCC7002_RS14090,SYNPCC7002_A2852,Protein Homology,2981951,2983651,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308438.1,glycerol-3-phosphate dehydrogenase,WP_012308438.1,"GO:0006072,GO:0004368,GO:0009331",glycerol-3-phosphate dehydrogenase (FAD) complex|0009331||IEA,glycerol-3-phosphate dehydrogenase (quinone) activity|0004368||IEA,glycerol-3-phosphate metabolic process|0006072||IEA,SYNPCC7002_A2852,1.1.5.3
NC_010475.1,SYNPCC7002_RS14095,,SYNPCC7002_RS14095,SYNPCC7002_A2853,Protein Homology,2983848,2984789,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308439.1,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,WP_339367123.1,,,,,SYNPCC7002_A2853,1.1.1.94
NC_010475.1,SYNPCC7002_RS14100,,SYNPCC7002_RS14100,SYNPCC7002_A2854,Protein Homology,2984916,2985566,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308440.1,phosphoribosylanthranilate isomerase,WP_012308440.1,"GO:0000162,GO:0004640",,phosphoribosylanthranilate isomerase activity|0004640||IEA,tryptophan biosynthetic process|0000162||IEA,SYNPCC7002_A2854,5.3.1.24
NC_010475.1,SYNPCC7002_RS14105,,SYNPCC7002_RS14105,SYNPCC7002_A2855,Protein Homology,2985559,2986155,+,,,COORDINATES: protein motif:HMM:NF002741.0,molybdenum cofactor guanylyltransferase,WP_012308441.1,,,,,SYNPCC7002_A2855,2.7.7.77
NC_010475.1,SYNPCC7002_RS14110,,SYNPCC7002_RS14110,SYNPCC7002_A2856,Protein Homology,2986181,2986867,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308442.1,hypothetical protein,WP_012308442.1,,,,,SYNPCC7002_A2856,
NC_010475.1,SYNPCC7002_RS14115,,SYNPCC7002_RS14115,SYNPCC7002_A2857,Protein Homology,2986977,2987879,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308443.1,phosphoribulokinase,WP_012308443.1,"GO:0005975,GO:0005524,GO:0008974",,"ATP binding|0005524||IEA,phosphoribulokinase activity|0008974||IEA",carbohydrate metabolic process|0005975||IEA,SYNPCC7002_A2857,2.7.1.19
NC_010475.1,glcD,glcD,SYNPCC7002_RS14120,SYNPCC7002_A2858,Protein Homology,2988042,2989523,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308444.1,glycolate oxidase subunit GlcD,WP_012308444.1,"GO:0005975,GO:0003973,GO:0009339",glycolate oxidase complex|0009339||IEA,(S)-2-hydroxy-acid oxidase activity|0003973||IEA,carbohydrate metabolic process|0005975||IEA,SYNPCC7002_A2858,1.1.99.14
NC_010475.1,SYNPCC7002_RS14125,,SYNPCC7002_RS14125,SYNPCC7002_A2859,Protein Homology,2989586,2990698,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308445.1,VWA domain-containing protein,WP_049761690.1,,,,,SYNPCC7002_A2859,
NC_010475.1,SYNPCC7002_RS14130,,SYNPCC7002_RS14130,SYNPCC7002_A2860,Protein Homology,2990999,2991241,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308446.1,DUF433 domain-containing protein,WP_012308446.1,,,,,SYNPCC7002_A2860,
NC_010475.1,SYNPCC7002_RS14135,,SYNPCC7002_RS14135,SYNPCC7002_A2861,Protein Homology,2991238,2991570,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308447.1,DUF5615 family PIN-like protein,WP_012308447.1,,,,,SYNPCC7002_A2861,
NC_010475.1,SYNPCC7002_RS14140,,SYNPCC7002_RS14140,SYNPCC7002_A2862,Protein Homology,2991804,2994215,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308448.1,GH116 family glycosyl hydrolase,WP_012308448.1,GO:0004553,,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,,SYNPCC7002_A2862,
NC_010475.1,SYNPCC7002_RS16245,,SYNPCC7002_RS16245,SYNPCC7002_A2863,Protein Homology,2994366,2995787,+,,,COORDINATES: protein motif:HMM:TIGR00254.1,diguanylate cyclase,WP_012308449.1,,,,,SYNPCC7002_A2863,2.7.7.65
NC_010475.1,SYNPCC7002_RS14150,,SYNPCC7002_RS14150,SYNPCC7002_A2864,Protein Homology,2995818,2997146,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305554.1,IS4-like element ISSysp3 family transposase,WP_012305554.1,"GO:0006313,GO:0004803",,transposase activity|0004803||IEA,DNA transposition|0006313||IEA,SYNPCC7002_A2864,
NC_010475.1,yvcK,yvcK,SYNPCC7002_RS14155,SYNPCC7002_A2865,Protein Homology,2997356,2998774,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308450.1,gluconeogenesis factor YvcK family protein,WP_012308450.1,,,,,SYNPCC7002_A2865,
NC_010475.1,SYNPCC7002_RS14160,,SYNPCC7002_RS14160,SYNPCC7002_A2866,Protein Homology,2999180,2999860,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308451.1,MBL fold metallo-hydrolase,WP_012308451.1,,,,,SYNPCC7002_A2866,
NC_010475.1,SYNPCC7002_RS14165,,SYNPCC7002_RS14165,SYNPCC7002_A2867,Protein Homology,2999951,3000487,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308452.1,rhodanese-like domain-containing protein,WP_012308452.1,,,,,SYNPCC7002_A2867,
NC_010475.1,SYNPCC7002_RS14170,,SYNPCC7002_RS14170,SYNPCC7002_A2868,Protein Homology,3000549,3001397,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002756059.1,sulfite exporter TauE/SafE family protein,WP_012308453.1,,,,,SYNPCC7002_A2868,
NC_010475.1,SYNPCC7002_RS14175,,SYNPCC7002_RS14175,SYNPCC7002_A2869,Protein Homology,3001767,3003593,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308454.1,EAL domain-containing response regulator,WP_234991432.1,,,,,SYNPCC7002_A2869,
NC_010475.1,SYNPCC7002_RS14180,,SYNPCC7002_RS14180,SYNPCC7002_A2870,GeneMarkS-2+,3003701,3004096,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012308455.1,,,,,SYNPCC7002_A2870,
NC_010475.1,SYNPCC7002_RS14185,,SYNPCC7002_RS14185,SYNPCC7002_A2872,Protein Homology,3004227,3005864,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308457.1,VWA domain-containing protein,WP_012308457.1,,,,,SYNPCC7002_A2872,
NC_010475.1,cysS,cysS,SYNPCC7002_RS14190,SYNPCC7002_A2873,Protein Homology,3006021,3007439,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308458.1,cysteine--tRNA ligase,WP_012308458.1,"GO:0006423,GO:0004817,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"cysteine-tRNA ligase activity|0004817||IEA,ATP binding|0005524||IEA",cysteinyl-tRNA aminoacylation|0006423||IEA,SYNPCC7002_A2873,6.1.1.16
NC_010475.1,SYNPCC7002_RS14195,,SYNPCC7002_RS14195,SYNPCC7002_A2874,Protein Homology,3007519,3007992,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308459.1,nitrate reductase associated protein,WP_012308459.1,,,,,SYNPCC7002_A2874,
NC_010476.1,SYNPCC7002_RS14205,,SYNPCC7002_RS14205,SYNPCC7002_B0001,Protein Homology,13,3015,+,,,COORDINATES: protein motif:HMM:NF042913.1,plasmid replication protein%2C CyRepA1 family,WP_071819492.1,,,,,SYNPCC7002_B0001,
NC_010476.1,SYNPCC7002_RS14210,,SYNPCC7002_RS14210,SYNPCC7002_RS14210,Protein Homology,3247,3468,-,,,COORDINATES: protein motif:HMM:NF013561.5,ribbon-helix-helix protein%2C CopG family,WP_083764496.1,GO:0006355,,,regulation of DNA-templated transcription|0006355||IEA,,
NC_010476.1,SYNPCC7002_RS16780,,SYNPCC7002_RS16780,SYNPCC7002_RS16780,GeneMarkS-2+,3759,4121,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_143589487.1,,,,,,
NC_010476.1,SYNPCC7002_RS17245,,SYNPCC7002_RS17245,SYNPCC7002_RS17245,GeneMarkS-2+,4564,4692,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_254903532.1,,,,,,
NC_010477.1,SYNPCC7002_RS14225,,SYNPCC7002_RS14225,SYNPCC7002_C0001,Protein Homology,1,705,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308461.1,ParA family protein,WP_012308461.1,GO:0005524,,ATP binding|0005524||IEA,,SYNPCC7002_C0001,
NC_010477.1,SYNPCC7002_RS16260,,SYNPCC7002_RS16260,SYNPCC7002_C0002,Protein Homology,698,1030,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308462.1,hypothetical protein,WP_012308462.1,,,,,SYNPCC7002_C0002,
NC_010477.1,SYNPCC7002_RS14235,,SYNPCC7002_RS14235,SYNPCC7002_C0003,Protein Homology,1154,2602,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308463.1,N-6 DNA methylase,WP_012308463.1,"GO:0003677,GO:0008170",,"DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA",,SYNPCC7002_C0003,
NC_010477.1,SYNPCC7002_RS14240,,SYNPCC7002_RS14240,SYNPCC7002_C0004,Protein Homology,2599,3795,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308464.1,restriction endonuclease subunit S,WP_012308464.1,"GO:0006304,GO:0003677",,DNA binding|0003677||IEA,DNA modification|0006304||IEA,SYNPCC7002_C0004,3.1.21.-
NC_010477.1,SYNPCC7002_RS14245,,SYNPCC7002_RS14245,SYNPCC7002_C0005,Protein Homology,3806,5224,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002747775.1,ATP-binding protein,WP_041444060.1,,,,,SYNPCC7002_C0005,
NC_010477.1,hsdR,hsdR,SYNPCC7002_RS14250,SYNPCC7002_C0006,Protein Homology,5332,7638,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_162421926.1,EcoAI/FtnUII family type I restriction enzme subunit R,WP_012308466.1,"GO:0009307,GO:0003678,GO:0015666",,"DNA helicase activity|0003678||IEA,restriction endodeoxyribonuclease activity|0015666||IEA",DNA restriction-modification system|0009307||IEA,SYNPCC7002_C0006,
NC_010477.1,SYNPCC7002_RS14255,,SYNPCC7002_RS14255,SYNPCC7002_C0007,Protein Homology,7718,8632,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308467.1,Abi family protein,WP_012308467.1,,,,,SYNPCC7002_C0007,
NC_010477.1,SYNPCC7002_RS14260,,SYNPCC7002_RS14260,SYNPCC7002_C0008,Protein Homology,8908,9480,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308468.1,hypothetical protein,WP_012308468.1,,,,,SYNPCC7002_C0008,
NC_010477.1,SYNPCC7002_RS14265,,SYNPCC7002_RS14265,SYNPCC7002_C0009,Protein Homology,9658,11073,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308469.1,DEAD/DEAH box helicase,WP_012308469.1,"GO:0003676,GO:0004386,GO:0005524",,"nucleic acid binding|0003676||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA",,SYNPCC7002_C0009,3.6.4.-
NC_010477.1,SYNPCC7002_RS14270,,SYNPCC7002_RS14270,SYNPCC7002_C0010,Protein Homology,11077,13002,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308470.1,hypothetical protein,WP_012308470.1,,,,,SYNPCC7002_C0010,
NC_010477.1,SYNPCC7002_RS14275,,SYNPCC7002_RS14275,SYNPCC7002_C0011,GeneMarkS-2+,13101,13253,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156785482.1,,,,,SYNPCC7002_C0011,
NC_010477.1,SYNPCC7002_RS14280,,SYNPCC7002_RS14280,SYNPCC7002_C0012,Protein Homology,13660,14076,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308472.1,type II toxin-antitoxin system VapC family toxin,WP_012308472.1,GO:0004540,,RNA nuclease activity|0004540||IEA,,SYNPCC7002_C0012,
NC_010477.1,SYNPCC7002_RS14285,,SYNPCC7002_RS14285,SYNPCC7002_C0013,Protein Homology,14073,14303,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308473.1,type II toxin-antitoxin system Phd/YefM family antitoxin,WP_041444062.1,,,,,SYNPCC7002_C0013,
NC_010477.1,SYNPCC7002_RS14290,,SYNPCC7002_RS14290,SYNPCC7002_C0014,Protein Homology,14473,14724,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308474.1,DUF2283 domain-containing protein,WP_012308474.1,,,,,SYNPCC7002_C0014,
NC_010477.1,SYNPCC7002_RS14295,,SYNPCC7002_RS14295,SYNPCC7002_C0015,Protein Homology,14721,14987,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308475.1,DUF4258 domain-containing protein,WP_012308475.1,,,,,SYNPCC7002_C0015,
NC_010477.1,SYNPCC7002_RS14300,,SYNPCC7002_RS14300,SYNPCC7002_C0016,Protein Homology,15025,15267,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308476.1,hypothetical protein,WP_012308476.1,,,,,SYNPCC7002_C0016,
NC_010477.1,SYNPCC7002_RS14305,,SYNPCC7002_RS14305,SYNPCC7002_C0017,Protein Homology,15264,15941,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308477.1,recombinase family protein,WP_012308477.1,"GO:0006310,GO:0000150,GO:0003677",,"DNA strand exchange activity|0000150||IEA,DNA binding|0003677||IEA",DNA recombination|0006310||IEA,SYNPCC7002_C0017,
