gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2785715615	852	42.39	599	840	4	243	3.0e-65	243	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2785715616	394	85.28	1	394	1	394	0.0e+00	718	COG0050	Translation elongation factor EF-Tu, a GTPase	394
2785715621	252	24.42	10	245	3	251	3.0e-24	105	COG1521	Pantothenate kinase type III	251
2785715622	328	43.57	91	328	3	238	6.0e-53	201	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	238
2785715623	343	30.77	3	339	8	290	2.0e-69	256	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase	291
2785715630	476	17.74	5	466	13	440	7.0e-13	69	COG1538	Outer membrane protein TolC	457
2785715631	350	22.01	16	282	8	305	4.0e-16	79.2	COG1566	Multidrug resistance efflux pump	352
2785715632	575	22.57	14	515	145	654	4.0e-34	139	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	709
2785715633	296	21.36	4	296	1	292	2.0e-23	103	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785715636	128	42.97	1	124	1	128	4.0e-33	133	COG3744	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)	130
2785715638	468	53.15	1	329	2	333	8.0e-128	450	COG0836	Mannose-1-phosphate guanylyltransferase	333
2785715639	395	40.14	8	395	1	414	1.0e-120	426	COG1004	UDP-glucose 6-dehydrogenase	414
2785715640	559	24.58	277	505	1	226	2.0e-18	87.9	COG1216	Glycosyltransferase, GT2 family	305
2785715641	360	65.17	3	357	1	337	0.0e+00	560	COG1088	dTDP-D-glucose 4,6-dehydratase	340
2785715642	289	45.33	1	288	1	281	3.0e-76	278	COG1091	dTDP-4-dehydrorhamnose reductase	281
2785715643	181	62.15	1	177	1	173	5.0e-63	233	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	173
2785715644	294	57.79	3	291	1	286	3.0e-113	401	COG1209	dTDP-glucose pyrophosphorylase	286
2785715645	446	46.72	1	445	5	459	1.0e-114	407	COG1109	Phosphomannomutase	464
2785715654	348	49.71	6	347	4	346	3.0e-109	388	COG2089	Sialic acid synthase SpsE, contains C-terminal SAF domain	347
2785715655	161	25.74	23	145	22	157	3.0e-09	55	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2785715656	365	30.11	1	358	1	318	9.0e-41	161	COG3980	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	318
2785715657	232	37.89	3	229	5	228	6.0e-55	207	COG1083	CMP-N-acetylneuraminic acid synthetase	228
2785715658	385	42.45	1	382	5	369	2.0e-109	389	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2785715659	334	42.49	1	331	247	584	2.0e-105	375	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	588
2785715663	133	69.83	1	116	1	116	2.0e-48	184	COG0203	Ribosomal protein L17	116
2785715664	328	58.81	7	322	1	314	8.0e-97	347	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	317
2785715665	206	64.9	1	206	1	205	5.0e-62	230	COG0522	Ribosomal protein S4 or related protein	205
2785715666	130	71.54	1	130	1	129	2.0e-46	177	COG0100	Ribosomal protein S11	129
2785715667	118	63.03	1	118	1	119	1.0e-38	151	COG0099	Ribosomal protein S13	121
2785715668	38	71.05	1	38	1	38	8.0e-06	42.1	COG0257	Ribosomal protein L36	38
2785715669	439	53.4	10	430	12	432	3.0e-128	452	COG0201	Preprotein translocase subunit SecY	436
2785715670	144	55.33	1	144	1	150	2.0e-29	121	COG0200	Ribosomal protein L15	152
2785715671	59	56.36	4	58	1	55	4.0e-13	66.7	COG1841	Ribosomal protein L30/L7E	55
2785715672	166	59.88	1	166	14	180	8.0e-59	219	COG0098	Ribosomal protein S5	181
2785715673	117	54.17	1	117	6	125	3.0e-28	116	COG0256	Ribosomal protein L18	125
2785715674	177	60.45	1	176	1	176	2.0e-59	221	COG0097	Ribosomal protein L6P/L9E	178
2785715675	130	60.31	1	129	1	131	1.0e-44	171	COG0096	Ribosomal protein S8	132
2785715676	101	62.3	41	101	1	61	9.0e-18	81.8	COG0199	Ribosomal protein S14	61
2785715677	179	66.48	1	179	1	179	2.0e-78	284	COG0094	Ribosomal protein L5	180
2785715678	104	56.6	1	104	1	103	1.0e-19	88	COG0198	Ribosomal protein L24	104
2785715679	122	72.95	1	122	1	122	2.0e-49	187	COG0093	Ribosomal protein L14	122
2785715680	702	29.57	207	533	14	327	4.0e-42	166	COG0642	Signal transduction histidine kinase	336
2785715683	246	45.93	2	246	19	259	2.0e-65	242	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	260
2785715684	805	46.12	15	719	1	701	0.0e+00	744	COG0557	Exoribonuclease R	706
2785715685	119	32.56	33	118	6	91	7.0e-14	69.2	COG3093	Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain	104
2785715687	566	30.93	1	564	3	511	6.0e-96	345	COG3540	Phosphodiesterase/alkaline phosphatase D	522
2785715688	92	31.18	1	92	2	90	1.0e-09	55.1	COG3668	Plasmid stabilization system protein ParE	98
2785715689	82	39.13	4	72	3	71	9.0e-10	55.3	COG3905	Predicted transcriptional regulator	83
2785715690	787	17.73	1	787	13	768	8.0e-27	116	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715691	93	37.04	12	91	22	100	2.0e-10	57.4	COG5591	Uncharacterized protein	103
2785715692	189	27.75	12	189	6	185	5.0e-25	107	COG3658	Cytochrome b	192
2785715695	488	59.84	1	488	1	476	0.0e+00	683	COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	477
2785715696	231	31.7	1	222	5	220	3.0e-37	149	COG0543	NAD(P)H-flavin reductase	252
2785715699	907	27.54	1	753	1	742	7.0e-97	348	COG4251	Bacteriophytochrome (light-regulated signal transduction histidine kinase)	750
2785715702	185	38.42	1	177	2	176	6.0e-34	137	COG1510	DNA-binding transcriptional regulator GbsR, MarR family	177
2785715703	457	47.99	1	439	2	449	1.0e-127	450	COG1271	Cytochrome bd-type quinol oxidase, subunit 1	457
2785715704	335	36.49	7	335	4	344	5.0e-55	208	COG1294	Cytochrome bd-type quinol oxidase, subunit 2	346
2785715706	160	41.33	9	157	6	154	2.0e-32	131	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2785715709	69	65.67	3	69	1	67	3.0e-24	103	COG1278	Cold shock protein, CspA family	67
2785715710	542	45.53	5	513	9	515	0.0e+00	500	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	517
2785715711	211	33.96	1	211	1	203	1.0e-25	109	COG3165	Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain	204
2785715712	265	59.58	27	265	1	238	6.0e-88	317	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2785715713	233	25.99	44	220	29	188	2.0e-28	119	COG2818	3-methyladenine DNA glycosylase Tag	188
2785715714	678	56.4	11	678	17	683	0.0e+00	901	COG0339	Zn-dependent oligopeptidase	683
2785715716	274	24.11	8	267	12	293	3.0e-36	145	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	299
2785715718	435	26.03	1	360	4	349	2.0e-34	140	COG3437	Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains	360
2785715719	449	39.39	1	448	2	453	3.0e-118	418	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	454
2785715720	738	26.19	9	738	41	765	9.0e-92	331	COG0243	Anaerobic selenocysteine-containing dehydrogenase	765
2785715721	705	16.91	6	705	33	768	2.0e-37	151	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715722	356	19.69	2	353	7	383	5.0e-22	98.9	COG3182	Uncharacterized iron-regulated membrane protein	442
2785715723	1111	22.4	693	1065	24	400	3.0e-31	131	COG1228	Imidazolonepropionase or related amidohydrolase	406
2785715727	660	26.67	397	657	43	311	3.0e-27	117	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2785715732	537	39.33	168	535	27	411	4.0e-80	292	COG1257	Hydroxymethylglutaryl-CoA reductase	436
2785715734	755	35.95	18	732	1	683	0.0e+00	547	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	709
2785715739	147	25.93	33	103	15	95	4.0e-05	40.7	COG2944	DNA-binding transcriptional regulator YiaG, XRE-type HTH domain	104
2785715741	442	73.42	1	442	1	444	0.0e+00	701	COG1220	ATP-dependent protease HslVU (ClpYQ), ATPase subunit	444
2785715742	160	75.62	1	160	18	177	3.0e-68	250	COG5405	ATP-dependent protease HslVU (ClpYQ), peptidase subunit	178
2785715743	206	42.17	110	192	6	88	6.0e-17	81.1	COG3326	Uncharacterized membrane protein YsdA, DUF1294 family	94
2785715746	729	45.39	1	728	1	730	0.0e+00	745	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase	730
2785715747	70	61.64	1	70	1	73	5.0e-22	96.1	COG0254	Ribosomal protein L31	75
2785715749	411	53.01	1	411	14	413	0.0e+00	529	COG0281	Malic enzyme	432
2785715750	110	78	1	100	1	100	7.0e-45	172	COG3060	Transcriptional regulator of met regulon	105
2785715751	295	44.03	8	292	1	290	9.0e-78	283	COG0685	5,10-methylenetetrahydrofolate reductase	291
2785715752	294	30.9	18	294	17	303	8.0e-40	157	COG1295	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	303
2785715755	325	22.57	18	298	6	261	3.0e-21	95.9	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2785715756	145	57.45	1	141	1	141	9.0e-54	202	COG1490	D-Tyr-tRNAtyr deacylase	145
2785715758	284	36.76	16	281	67	330	1.0e-62	233	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2785715759	408	38	1	396	1	399	2.0e-91	329	COG3434	c-di-GMP-related signal transduction protein, contains EAL and HDOD domains	407
2785715760	411	37.75	1	402	1	407	6.0e-78	284	COG3434	c-di-GMP-related signal transduction protein, contains EAL and HDOD domains	407
2785715761	326	34.44	25	326	1	297	3.0e-52	199	COG2177	Cell division protein FtsX	297
2785715762	237	61.01	1	218	1	218	2.0e-90	325	COG2884	ABC-type ATPase involved in cell division	223
2785715763	558	53.08	215	551	2	340	7.0e-102	364	COG0552	Signal recognition particle GTPase	340
2785715764	231	43.01	48	229	1	184	5.0e-52	197	COG0742	16S rRNA G966 N2-methylase RsmD	187
2785715765	192	40.64	11	192	9	194	9.0e-33	133	COG3068	Uncharacterized protein YjaG, DUF416 family	194
2785715766	200	39.8	1	193	5	200	3.0e-34	138	COG2095	Small neutral amino acid transporter SnatA, MarC family	203
2785715769	238	45.8	1	238	1	230	2.0e-66	245	COG1489	DNA-binding protein, stimulates sugar fermentation	235
2785715770	149	54.17	30	149	1	120	3.0e-27	114	COG1734	RNA polymerase-binding transcription factor DksA	120
2785715772	439	34.73	7	430	1	412	2.0e-82	300	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2785715773	165	48.43	5	163	3	160	3.0e-50	190	COG0801	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	160
2785715774	264	59.85	3	264	1	264	6.0e-104	370	COG0413	Ketopantoate hydroxymethyltransferase	268
2785715775	283	54.06	1	281	1	283	4.0e-103	367	COG0414	Panthothenate synthetase	285
2785715776	544	26.64	30	527	2	453	1.0e-66	247	COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	460
2785715777	243	22.98	4	233	6	240	4.0e-29	121	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2785715778	222	21.65	41	216	34	221	7.0e-10	57.6	COG0220	tRNA G46 methylase TrmB	227
2785715779	271	19.82	43	264	43	253	2.0e-11	63.2	COG1682	ABC-type polysaccharide/polyol phosphate export permease	263
2785715780	310	36.07	1	304	2	292	7.0e-72	264	COG1131	ABC-type multidrug transport system, ATPase component	293
2785715781	229	39.91	5	228	3	226	2.0e-47	182	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2785715782	722	23.57	411	721	30	329	7.0e-26	112	COG0642	Signal transduction histidine kinase	336
2785715783	344	30.89	6	328	3	303	1.0e-33	137	COG3547	Transposase	303
2785715787	359	26.79	1	324	3	336	8.0e-48	184	COG1253	Hemolysin or related protein, contains CBS domains	429
2785715788	389	24.62	11	330	19	317	6.0e-42	164	COG0701	Uncharacterized membrane protein YraQ, UPF0718 family	317
2785715789	563	41.67	1	559	1	566	2.0e-116	413	COG1966	Carbon starvation protein CstA	575
2785715791	277	19.93	1	269	1	257	6.0e-07	48.5	COG5266	Uncharacterized conserved protein, contains GH25 family domain	264
2785715792	176	43.45	10	172	2	167	1.0e-35	142	COG3656	Predicted periplasmic protein	172
2785715793	199	40.84	8	198	25	213	2.0e-38	152	COG3295	Uncharacterized protein	213
2785715795	538	19.91	1	395	1	409	1.0e-24	108	COG3182	Uncharacterized iron-regulated membrane protein	442
2785715799	135	28.47	1	135	1	135	5.0e-14	70.2	COG0848	Biopolymer transport protein ExbD	137
2785715801	458	27.14	248	436	10	207	9.0e-24	105	COG0811	Biopolymer transport protein ExbB/TolQ	216
2785715803	763	39.48	3	763	4	699	0.0e+00	556	COG4771	Outer membrane receptor for ferrienterochelin and colicins	699
2785715804	365	37.92	16	364	1	351	5.0e-74	271	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	360
2785715805	226	48.9	1	226	3	229	7.0e-74	270	COG3128	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	229
2785715806	737	32.18	9	737	26	750	1.0e-113	404	COG4774	Outer membrane receptor for monomeric catechols	750
2785715807	321	26.64	39	321	27	311	3.0e-28	119	COG0657	Acetyl esterase/lipase	312
2785715808	295	28.25	34	295	34	298	5.0e-32	131	COG3735	Uncharacterized conserved protein YbaP, TraB family	299
2785715809	394	85.28	1	394	1	394	0.0e+00	718	COG0050	Translation elongation factor EF-Tu, a GTPase	394
2785715810	700	66.29	1	699	1	691	0.0e+00	1019	COG0480	Translation elongation factor EF-G, a GTPase	697
2785715811	156	61.49	2	149	1	148	9.0e-55	205	COG0049	Ribosomal protein S7	148
2785715812	124	74.8	1	123	7	129	8.0e-49	185	COG0048	Ribosomal protein S12	129
2785715813	1390	51.22	20	853	7	808	0.0e+00	910	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	808
2785715815	125	66.4	1	125	1	124	2.0e-23	101	COG0222	Ribosomal protein L7/L12	124
2785715816	172	40.35	1	170	1	171	3.0e-30	124	COG0244	Ribosomal protein L10	175
2785715817	231	58.77	1	227	1	228	3.0e-79	288	COG0081	Ribosomal protein L1	228
2785715818	142	75.18	2	142	1	140	2.0e-54	204	COG0080	Ribosomal protein L11	141
2785715821	183	56	8	182	2	176	3.0e-53	201	COG0250	Transcription antitermination factor NusG	178
2785715822	125	45.21	47	119	1	73	5.0e-10	56.6	COG0690	Preprotein translocase subunit SecE	73
2785715824	613	35.96	39	608	16	567	4.0e-118	419	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2785715825	207	38.76	8	183	14	189	5.0e-37	147	COG0684	Regulator of RNase E activity RraA	210
2785715826	688	45.87	40	688	5	654	0.0e+00	700	COG3590	Predicted metalloendopeptidase	654
2785715827	230	24.5	24	215	24	212	9.0e-11	60.7	COG3714	Uncharacterized membrane protein YhhN	212
2785715828	132	51.91	1	131	1	130	5.0e-28	116	COG3602	Uncharacterized protein	134
2785715829	459	35.84	1	459	26	486	1.0e-106	380	COG0513	Superfamily II DNA and RNA helicase	513
2785715830	436	17.69	160	411	7	262	4.0e-08	53.1	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
2785715831	348	59.59	1	343	2	344	0.0e+00	506	COG0418	Dihydroorotase	344
2785715832	180	49.4	11	175	7	171	8.0e-49	186	COG3040	Bacterial lipocalin	174
2785715833	316	36.99	1	316	6	298	2.0e-78	286	COG4989	Predicted oxidoreductase	298
2785715834	127	29.29	3	126	1	138	1.0e-11	62.2	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2785715836	422	26.11	7	413	10	421	1.0e-54	207	COG0738	Fucose permease	422
2785715837	497	24.02	108	484	25	381	3.0e-33	137	COG0366	Glycosidase	505
2785715840	227	44.62	44	227	8	190	1.0e-55	209	COG0302	GTP cyclohydrolase I	195
2785715841	235	23.9	1	232	4	250	4.0e-23	101	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2785715842	354	37.24	6	332	16	344	1.0e-73	270	COG2957	Agmatine/peptidylarginine deiminase	346
2785715843	297	33.56	5	295	2	274	3.0e-54	205	COG0388	Predicted amidohydrolase	274
2785715844	234	32.14	28	216	8	202	1.0e-31	129	COG1407	Metallophosphoesterase superfamily enzyme	235
2785715845	859	29.55	4	846	8	803	0.0e+00	654	COG1201	Lhr-like helicase	814
2785715846	392	27.13	2	376	12	384	1.0e-35	144	COG2311	Uncharacterized membrane protein YeiB	394
2785715848	376	26.96	45	371	19	424	7.0e-51	194	COG1236	RNA processing exonuclease, beta-lactamase fold, Cft2 family	427
2785715849	561	26.99	59	558	2	442	2.0e-63	237	COG1793	ATP-dependent DNA ligase	444
2785715850	191	36.36	1	132	3	131	2.0e-25	109	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
2785715851	322	33.33	2	322	1	305	4.0e-50	191	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2785715852	390	23.61	86	381	1	301	3.0e-30	126	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	314
2785715853	302	33.12	5	300	7	296	6.0e-54	204	COG2040	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)	300
2785715855	300	21.57	1	300	1	292	2.0e-27	116	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785715856	219	33	1	196	1	200	3.0e-36	144	COG0625	Glutathione S-transferase	211
2785715857	186	27.27	1	186	17	200	3.0e-27	114	COG0625	Glutathione S-transferase	211
2785715858	332	20.5	95	329	44	281	2.0e-12	67	COG5380	Lipase chaperone LimK	283
2785715859	329	33.01	21	325	35	335	1.0e-41	164	COG1075	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold	336
2785715860	250	46.03	11	248	10	241	5.0e-67	247	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	243
2785715861	119	53.39	3	118	7	124	2.0e-34	137	COG3651	Uncharacterized conserved protein, DUF2237 family	125
2785715862	476	39.37	6	475	1	470	7.0e-114	404	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2785715863	546	37.62	1	531	2	535	0.0e+00	504	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	550
2785715865	359	47.84	16	338	5	320	3.0e-105	375	COG0276	Protoheme ferro-lyase (ferrochelatase)	320
2785715866	533	57.17	18	533	10	516	0.0e+00	592	COG2978	p-Aminobenzoyl-glutamate transporter AbgT	516
2785715867	293	30.85	1	288	2	284	3.0e-43	169	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	291
2785715868	383	28.87	54	336	2	289	3.0e-48	186	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	291
2785715869	429	52.42	6	419	1	407	0.0e+00	468	COG2262	50S ribosomal subunit-associated GTPase HflX	411
2785715870	82	73.97	1	72	1	73	1.0e-25	107	COG1923	sRNA-binding regulator protein Hfq	77
2785715871	311	52.38	10	302	4	295	1.0e-102	366	COG0324	tRNA A37 N6-isopentenylltransferase MiaA	308
2785715872	619	38.7	1	585	1	603	0.0e+00	471	COG0323	DNA mismatch repair ATPase MutL	638
2785715873	449	31.01	101	387	3	230	2.0e-49	190	COG0860	N-acetylmuramoyl-L-alanine amidase	231
2785715874	160	43.33	8	156	3	148	1.0e-41	162	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	149
2785715875	499	44.94	241	499	22	283	2.0e-62	234	COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	284
2785715876	380	52.79	12	350	2	337	6.0e-104	371	COG1600	Epoxyqueuosine reductase  QueG (queuosine biosynthesis)	337
2785715878	363	58.4	12	361	4	352	0.0e+00	466	COG0407	Uroporphyrinogen-III decarboxylase	352
2785715879	277	44.53	6	275	11	270	2.0e-68	252	COG2816	NADH pyrophosphatase NudC, Nudix superfamily	279
2785715880	154	39.74	1	144	1	151	9.0e-33	132	COG3160	Regulator of sigma D	162
2785715881	157	33.1	4	148	2	145	3.0e-30	124	COG0735	Fe2+ or Zn2+ uptake regulation protein	145
2785715882	154	37.91	1	152	1	150	9.0e-33	132	COG1406	Chemotaxis protein CheX, a CheY~P-specific phosphatase	153
