GID,SYMBOL,KID,KO,PRODUCT,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
PMT9312_1502,PMT9312_1502,pmi:PMT9312_1502,,hypothetical protein,Q318Y3,Hypothetical protein.,,1409157,complement(1409157..1409471),104
PMT9312_1503,PMT9312_1503,pmi:PMT9312_1503,,hypothetical protein,Q318Y2,Hypothetical protein.,,1409558,complement(1409558..1409956),132
PMT9312_1504,PMT9312_1504,pmi:PMT9312_1504,,hypothetical protein,Q318Y1,Hypothetical protein.,,1410284,complement(1410284..1410841),185
PMT9312_1505,PMT9312_1505,pmi:PMT9312_1505,,hypothetical protein,Q318Y0,Hypothetical protein.,,1410960,1410960..1411178,72
PMT9312_1506,PMT9312_1506,pmi:PMT9312_1506,,hypothetical protein,Q318X9,Hypothetical protein precursor.,,1411271,1411271..1411696,141
PMT9312_1507,PMT9312_1507,pmi:PMT9312_1507,,protein family PM-15,Q318X8,Protein family PM-15.,,1411730,complement(1411730..1411909),59
PMT9312_1508,PMT9312_1508,pmi:PMT9312_1508,,high light inducible protein-like,Q318X7,High light inducible protein-like.,,1412006,complement(1412006..1412134),42
PMT9312_1509,PMT9312_1509,pmi:PMT9312_1509,,high light inducible protein-like,Q318X6,High light inducible protein-like.,,1412167,complement(1412167..1412319),50
PMT9312_1510,PMT9312_1510,pmi:PMT9312_1510,,high light inducible protein-like,Q318X5,High light inducible protein-like.,,1412429,complement(1412429..1412638),69
PMT9312_1511,PMT9312_1511,pmi:PMT9312_1511,,hypothetical protein,Q318X4,Hypothetical protein.,,1412638,complement(1412638..1412814),58
PMT9312_1512,PMT9312_1512,pmi:PMT9312_1512,,hypothetical protein,Q318X3,Hypothetical protein precursor.,,1413180,complement(1413180..1414475),431
PMT9312_1513,PMT9312_1513,pmi:PMT9312_1513,,trypsin-like,Q318X2,Trypsin-like.,,1414818,1414818..1415450,210
PMT9312_1514,PMT9312_1514,pmi:PMT9312_1514,,protein family PM-12,Q318X1,Protein family PM-12.,,1415688,complement(1415688..1416305),205
PMT9312_1515,PMT9312_1515,pmi:PMT9312_1515,,hypothetical protein,Q318X0,Hypothetical protein precursor.,,1416441,complement(1416441..1417595),384
PMT9312_1516,PMT9312_1516,pmi:PMT9312_1516,,protein family PM-24,Q318W9,Protein family PM-24 precursor.,,1417670,1417670..1417927,85
PMT9312_1517,PMT9312_1517,pmi:PMT9312_1517,,hypothetical protein,Q318W8,Hypothetical protein.,,1417935,1417935..1418378,147
PMT9312_1518,PMT9312_1518,pmi:PMT9312_1518,K07093,twin-arginine translocation pathway signal sequence domain protein,Q318W7,Twin-arginine translocation pathway signal sequence domain protein.,,1418523,1418523..1418651,42
PMT9312_1519,PMT9312_1519,pmi:PMT9312_1519,K03116,"twin-arginine translocation protein, TatA/E family",Q318W6,"Twin-arginine translocation protein, TatA/E family.",,1418682,1418682..1418951,89
PMT9312_1520,PMT9312_1520,pmi:PMT9312_1520,,poly A polymerase regulatory subunit-like,Q318W5,Poly A polymerase regulatory subunit-like.,,1419333,complement(1419333..1419587),84
PMT9312_1521,PMT9312_1521,pmi:PMT9312_1521,,hypothetical protein,Q318W4,Hypothetical protein.,,1419857,1419857..1420315,152
PMT9312_1522,PMT9312_1522,pmi:PMT9312_1522,,hypothetical protein,Q318W3,Hypothetical protein.,,1420324,complement(1420324..1420575),83
PMT9312_1523,PMT9312_1523,pmi:PMT9312_1523,,hypothetical protein,Q318W2,Hypothetical protein.,,1420890,complement(1420890..1421261),123
PMT9312_1524,PMT9312_1524,pmi:PMT9312_1524,K03060,putative DNA-directed RNA polymerase (omega chain),Q318W1,DNA-directed RNA polymerase omega chain (EC 2.7.7.6) (RNAP omega subunit) (Transcriptase omega chain) (RNA polymerase omega subunit).,2.7.7.6,1421264,complement(1421264..1421500),78
PMT9312_1525,PMT9312_1525,pmi:PMT9312_1525,,putative DnaK-type molecular chaperone (HSP70 family),Q318W0,Putative DnaK-type molecular chaperone (HSP70 family).,,1421597,1421597..1423165,522
PMT9312_1526,PMT9312_1526,pmi:PMT9312_1526,K02825,uracil phosphoribosyltransferase,Q318V9,Uracil phosphoribosyltransferase (EC 2.4.2.9).,2.4.2.9,1423173,complement(1423173..1423709),178
PMT9312_1527,PMT9312_1527,pmi:PMT9312_1527,K01834,"phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent",Q318V8,"Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent (EC 5.4.2.1).",5.4.2.1,1423846,1423846..1425468,540
PMT9312_1528,PMT9312_1528,pmi:PMT9312_1528,K03075,"preprotein translocase, SecG subunit",Q318V7,"Preprotein translocase, SecG subunit.",,1425492,1425492..1425719,75
PMT9312_1529,PMT9312_1529,pmi:PMT9312_1529,K04077,chaperonin Cpn60/TCP-1,Q318V6,60 kDa chaperonin (Protein Cpn60) (groEL protein).,,1425792,complement(1425792..1427429),545
PMT9312_1530,PMT9312_1530,pmi:PMT9312_1530,K04078,groES protein,Q318V5,10 kDa chaperonin (Protein Cpn10) (groES protein).,,1427481,complement(1427481..1427792),103
PMT9312_1531,atpB,pmi:PMT9312_1531,K02112,ATP synthase beta chain of F1,Q318V4,"ATP synthase F1, beta subunit (EC 3.6.3.15).",3.6.3.14,1428012,1428012..1429472,486
PMT9312_1532,PMT9312_1532,pmi:PMT9312_1532,K02114,"ATP synthase F1, epsilon subunit",Q318V3,"ATP synthase F1, epsilon subunit.",3.6.3.14,1429514,1429514..1429918,134
PMT9312_1533,PMT9312_1533,pmi:PMT9312_1533,,hypothetical protein,Q318V2,Hypothetical protein.,,1429922,complement(1429922..1430398),158
PMT9312_1534,PMT9312_1534,pmi:PMT9312_1534,,hypothetical protein,Q318V1,Hypothetical protein.,,1430504,complement(1430504..1430662),52
PMT9312_1535,PMT9312_1535,pmi:PMT9312_1535,K01262,putative aminopeptidase P,Q318V0,Putative aminopeptidase P.,3.4.11.9,1430718,complement(1430718..1432043),441
PMT9312_1536,PMT9312_1536,pmi:PMT9312_1536,,protein of unknown function DUF21,Q318U9,Hypothetical protein precursor.,,1432118,1432118..1433095,325
PMT9312_1537,PMT9312_1537,pmi:PMT9312_1537,K06883,small GTP-binding protein domain,Q318U8,Small GTP-binding protein domain.,,1433099,1433099..1434340,413
PMT9312_1538,PMT9312_1538,pmi:PMT9312_1538,,cytidyltransferase-related,Q318U7,Cytidyltransferase-related.,,1434349,1434349..1434927,192
PMT9312_1539,PMT9312_1539,pmi:PMT9312_1539,K01950,NAD+ synthetase,Q318U6,NAD+ synthetase (EC 6.3.5.1).,6.3.5.1,1434924,1434924..1436621,565
PMT9312_1540,PMT9312_1540,pmi:PMT9312_1540,,hypothetical protein,Q318U5,Hypothetical protein.,,1436618,complement(1436618..1437676),352
PMT9312_1541,PMT9312_1541,pmi:PMT9312_1541,,hypothetical protein,Q318U4,Hypothetical protein.,,1437707,complement(1437707..1437898),63
PMT9312_1542,PMT9312_1542,pmi:PMT9312_1542,K02639,ferredoxin (2Fe-2S),Q318U3,Ferredoxin (2Fe-2S).,,1437895,complement(1437895..1438221),108
PMT9312_1543,PMT9312_1543,pmi:PMT9312_1543,K02115,"ATP synthase F1, gamma subunit",Q318U2,ATP synthase gamma chain.,3.6.3.14,1438242,complement(1438242..1439192),316
PMT9312_1544,atpA,pmi:PMT9312_1544,K02111,ATP synthase alpha chain of F1,Q318U1,ATP synthase subunit alpha (EC 3.6.3.14) (ATPase subunit alpha) (ATP synthase F1 sector subunit alpha).,3.6.3.14,1439212,complement(1439212..1440729),505
PMT9312_1545,PMT9312_1545,pmi:PMT9312_1545,K02113,ATP synthase delta chain of F1,Q318U0,ATP synthase delta chain.,3.6.3.14,1440760,complement(1440760..1441302),180
PMT9312_1546,PMT9312_1546,pmi:PMT9312_1546,K02109,"ATP synthase F0, B subunit",Q318T9,ATP synthase B chain.,3.6.3.14,1441302,complement(1441302..1441814),170
PMT9312_1547,PMT9312_1547,pmi:PMT9312_1547,K02109,ATP synthase B/B' CF(0),Q318T8,ATP synthase B/B' CF(0).,3.6.3.14,1441811,complement(1441811..1442272),153
PMT9312_1548,PMT9312_1548,pmi:PMT9312_1548,K02110,ATP synthase c chain of Fo,Q318T7,"ATP synthase F0, C subunit precursor.",3.6.3.14,1442341,complement(1442341..1442586),81
PMT9312_1549,PMT9312_1549,pmi:PMT9312_1549,K02108,ATP synthase a chain of Fo,Q318T6,"ATP synthase F0, A subunit.",3.6.3.14,1442752,complement(1442752..1443477),241
PMT9312_1550,PMT9312_1550,pmi:PMT9312_1550,K02116,ATP synthase subunit 1-like,Q318T5,ATP synthase subunit 1-like.,,1443501,complement(1443501..1443977),158
PMT9312_1551,ftsW,pmi:PMT9312_1551,K03588,cell division protein FtsW,Q318T4,Cell division protein FtsW.,,1444237,1444237..1445472,411
PMT9312_1552,ccdA,pmi:PMT9312_1552,K06196,putative C-type cytochrome biogenesis protein CcdA,Q318T3,Putative c-type cytochrome biogenesis protein CcdA.,,1445555,1445555..1446211,218
PMT9312_1553,PMT9312_1553,pmi:PMT9312_1553,K07399,putative C-type cytochrome biogenesis protein Ccs1,Q318T2,Putative C-type cytochrome biogenesis protein Ccs1 precursor.,,1446212,1446212..1447498,428
PMT9312_1554,PMT9312_1554,pmi:PMT9312_1554,K09457,hypothetical protein,Q318T1,NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.-) (NADPH- dependent nitrile oxidoreductase).,1.7.1.13,1447495,complement(1447495..1447905),136
PMT9312_1555,PMT9312_1555,pmi:PMT9312_1555,,hypothetical protein,Q318T0,Hypothetical protein.,,1448083,1448083..1448328,81
PMT9312_1556,PMT9312_1556,pmi:PMT9312_1556,K04751,"nitrogen regulatory protein P-II (GlnB, GlnK)",Q318S9,"Nitrogen regulatory protein P-II (GlnB, GlnK).",,1448353,1448353..1448691,112
PMT9312_1557,PMT9312_1557,pmi:PMT9312_1557,K06442,hemolysin A,Q318S8,Hemolysin A.,,1448693,complement(1448693..1449505),270
PMT9312_1558,PMT9312_1558,pmi:PMT9312_1558,K01756,adenylosuccinate lyase,Q318S7,Adenylosuccinate lyase.,4.3.2.2,1449788,1449788..1451083,431
PMT9312_1559,PMT9312_1559,pmi:PMT9312_1559,K01679,fumarate lyase,Q318S6,Fumarate lyase.,4.2.1.2,1451132,1451132..1452517,461
PMT9312_1560,PMT9312_1560,pmi:PMT9312_1560,,DEAD/DEAH box helicase-like,Q318S5,DEAD/DEAH box helicase-like.,,1452525,complement(1452525..1455251),908
PMT9312_1561,PMT9312_1561,pmi:PMT9312_1561,K00652,8-amino-7-oxononanoate synthase,Q318S4,8-amino-7-oxononanoate synthase (EC 2.3.1.47).,2.3.1.47,1455391,1455391..1456530,379
PMT9312_1562,PMT9312_1562,pmi:PMT9312_1562,,hypothetical protein,Q318S3,Hypothetical protein.,,1456527,1456527..1457231,234
PMT9312_1563,PMT9312_1563,pmi:PMT9312_1563,K02169,"biotin synthesis protein BioC, putative",Q318S2,"Biotin synthesis protein BioC, putative.",,1457224,1457224..1457994,256
PMT9312_1564,PMT9312_1564,pmi:PMT9312_1564,K01935,dethiobiotin synthase,Q318S1,Dethiobiotin synthase (EC 6.3.3.3).,6.3.3.3,1457991,1457991..1458656,221
PMT9312_1565,PMT9312_1565,pmi:PMT9312_1565,K00833,putative diaminopelargonic acid synthase,Q318S0,Putative diaminopelargonic acid synthase.,2.6.1.62,1458657,1458657..1459958,433
PMT9312_1566,PMT9312_1566,pmi:PMT9312_1566,,hypothetical protein,Q318R9,Hypothetical protein.,,1459967,complement(1459967..1460224),85
PMT9312_1567,PMT9312_1567,pmi:PMT9312_1567,,heat shock protein DnaJ-like,Q318R8,Heat shock protein DnaJ-like.,,1460241,complement(1460241..1460681),146
PMT9312_1568,gidB,pmi:PMT9312_1568,K03501,methyltransferase GidB,Q318R7,Methyltransferase GidB.,2.1.-.-,1460771,1460771..1461484,237
PMT9312_1569,PMT9312_1569,pmi:PMT9312_1569,K07079,aldo/keto reductase family,Q318R6,Aldo/keto reductase family.,,1461487,complement(1461487..1462680),397
PMT9312_1570,PMT9312_1570,pmi:PMT9312_1570,,hypothetical protein,Q318R5,Hypothetical protein.,,1462689,complement(1462689..1463048),119
PMT9312_1571,PMT9312_1571,pmi:PMT9312_1571,,hypothetical protein,Q318R4,Hypothetical protein.,,1463058,complement(1463058..1463450),130
PMT9312_1572,PMT9312_1572,pmi:PMT9312_1572,,hypothetical protein,Q318R3,Hypothetical protein.,,1463437,complement(1463437..1463652),71
PMT9312_1573,PMT9312_1573,pmi:PMT9312_1573,,PBS lyase heat-like repeat,Q318R2,PBS lyase HEAT-like repeat.,,1463802,complement(1463802..1464569),255
PMT9312_1574,PMT9312_1574,pmi:PMT9312_1574,K06941,hypothetical protein,Q318R1,Hypothetical protein.,2.1.1.-,1464783,complement(1464783..1465829),348
PMT9312_1575,PMT9312_1575,pmi:PMT9312_1575,,high light inducible protein-like,Q318R0,High light inducible protein-like.,,1465859,complement(1465859..1466011),50
PMT9312_1576,PMT9312_1576,pmi:PMT9312_1576,K03046,DNA-directed RNA polymerase,Q318Q9,DNA-directed RNA polymerase (EC 2.7.7.6).,2.7.7.6,1466065,complement(1466065..1470165),1366
PMT9312_1577,PMT9312_1577,pmi:PMT9312_1577,K03046,DNA-directed RNA polymerase,Q318Q8,DNA-directed RNA polymerase (EC 2.7.7.6).,2.7.7.6,1470199,complement(1470199..1472103),634
PMT9312_1578,rpoB,pmi:PMT9312_1578,K03043,"DNA-directed RNA polymerase, beta subunit",Q318Q7,DNA-directed RNA polymerase beta chain (EC 2.7.7.6) (RNAP beta subunit) (Transcriptase beta chain) (RNA polymerase subunit beta).,2.7.7.6,1472142,complement(1472142..1475435),1097
PMT9312_1579,PMT9312_1579,pmi:PMT9312_1579,K03424,TatD-related deoxyribonuclease,Q318Q6,TatD-related deoxyribonuclease.,3.1.21.-,1475673,complement(1475673..1476467),264
PMT9312_1580,PMT9312_1580,pmi:PMT9312_1580,K02968,ribosomal protein S20,Q318Q5,30S ribosomal protein S20.,,1476485,complement(1476485..1476778),97
PMT9312_1581,PMT9312_1581,pmi:PMT9312_1581,K00013,histidinol dehydrogenase,Q318Q4,Histidinol dehydrogenase (EC 1.1.1.23) (HDH).,1.1.1.23,1476862,1476862..1478184,440
PMT9312_1582,PMT9312_1582,pmi:PMT9312_1582,K01807,ribose 5-phosphate isomerase,Q318Q3,Ribose 5-phosphate isomerase (EC 5.3.1.6).,5.3.1.6,1478181,complement(1478181..1478894),237
PMT9312_1583,PMT9312_1583,pmi:PMT9312_1583,,PDZ/DHR/GLGF,Q318Q2,PDZ/DHR/GLGF precursor.,,1478941,complement(1478941..1480071),376
PMT9312_1584,PMT9312_1584,pmi:PMT9312_1584,K09748,protein of unknown function DUF150,Q318Q1,UPF0090 protein PMT9312_1584.,,1480233,1480233..1480700,155
PMT9312_1585,PMT9312_1585,pmi:PMT9312_1585,K02600,NusA antitermination factor,Q318Q0,NusA antitermination factor.,,1480736,1480736..1482142,468
PMT9312_1586,PMT9312_1586,pmi:PMT9312_1586,K07742,hypothetical protein,Q318P9,Hypothetical protein.,,1482139,1482139..1482420,93
PMT9312_1587,PMT9312_1587,pmi:PMT9312_1587,K02519,translation initiation factor IF-2,Q318P8,Translation initiation factor IF-2.,,1482468,1482468..1485854,1128
PMT9312_1588,PMT9312_1588,pmi:PMT9312_1588,,hypothetical protein,Q318P7,Hypothetical protein precursor.,,1485871,complement(1485871..1486107),78
PMT9312_R0037,tRNA-Thr1,pmi:PMT9312_R0037,,tRNA-Thr,,,,1486163,1486163..1486234,
PMT9312_1589,PMT9312_1589,pmi:PMT9312_1589,,"glycosyl transferase, family 2",Q318P6,"Glycosyl transferase, family 2.",,1486373,1486373..1487464,363
PMT9312_1590,"miaB, nifB",pmi:PMT9312_1590,,elongator protein 3/MiaB/NifB,Q318P5,Elongator protein 3/MiaB/NifB.,,1487571,1487571..1489190,539
PMT9312_1591,PMT9312_1591,pmi:PMT9312_1591,K06891,hypothetical protein,Q318P4,Hypothetical protein.,,1489210,complement(1489210..1489527),105
PMT9312_1592,PMT9312_1592,pmi:PMT9312_1592,K10206,putative aminotransferase,Q318P3,Putative aminotransferase.,2.6.1.83,1489560,complement(1489560..1490786),408
PMT9312_1593,PMT9312_1593,pmi:PMT9312_1593,K08300,"ribonuclease, Rne/Rng family",Q318P2,"Ribonuclease, Rne/Rng family.",3.1.26.12,1491074,1491074..1492891,605
PMT9312_1594,PMT9312_1594,pmi:PMT9312_1594,K03470,ribonuclease H,Q318P1,Ribonuclease HII (EC 3.1.26.4) (RNase HII).,3.1.26.4,1492848,1492848..1493465,205
PMT9312_1595,PMT9312_1595,pmi:PMT9312_1595,,hypothetical protein,Q318P0,Hypothetical protein.,,1493451,complement(1493451..1493969),172
PMT9312_1596,PMT9312_1596,pmi:PMT9312_1596,K04518,prephenate dehydratase,Q318N9,Prephenate dehydratase (EC 4.2.1.51).,4.2.1.51,1494022,1494022..1494867,281
PMT9312_1597,PMT9312_1597,pmi:PMT9312_1597,,SAM (and some other nucleotide) binding motif precursor,Q318N8,SAM (And some other nucleotide) binding motif.,,1494869,complement(1494869..1495804),311
PMT9312_1598,PMT9312_1598,pmi:PMT9312_1598,,"peptidase S16, lon-like",Q318N7,"Peptidase S16, lon-like.",,1495805,complement(1495805..1496461),218
PMT9312_1599,PMT9312_1599,pmi:PMT9312_1599,K02946,ribosomal protein S10,Q318N6,30S ribosomal protein S10.,,1496518,complement(1496518..1496838),106
PMT9312_1600,PMT9312_1600,pmi:PMT9312_1600,K02358,translation elongation factor Tu,Q318N5,Translation elongation factor Tu.,3.6.5.3,1496941,complement(1496941..1498140),399
PMT9312_1601,PMT9312_1601,pmi:PMT9312_1601,K02355,translation elongation factor G,Q318N4,Translation elongation factor G.,3.6.5.3,1498186,complement(1498186..1500261),691
PMT9312_1602,PMT9312_1602,pmi:PMT9312_1602,K02992,ribosomal protein S7,Q318N3,30S ribosomal protein S7.,,1500359,complement(1500359..1500829),156
PMT9312_1603,PMT9312_1603,pmi:PMT9312_1603,K02950,ribosomal protein S12,Q318N2,30S ribosomal protein S12.,,1500855,complement(1500855..1501229),124
PMT9312_1604,"glsF, gltS",pmi:PMT9312_1604,K00284,ferredoxin-dependent glutamate synthase,Q318N1,Glutamate synthase (NADPH) (EC 1.4.1.13).,1.4.7.1,1501586,1501586..1505992,1468
PMT9312_1605,PMT9312_1605,pmi:PMT9312_1605,,hypothetical protein,Q318N0,Hypothetical protein.,,1506000,1506000..1506293,97
PMT9312_1606,PMT9312_1606,pmi:PMT9312_1606,K03644,lipoic acid synthetase,Q318M9,Lipoic acid synthetase.,2.8.1.8,1506301,complement(1506301..1507194),297
PMT9312_1607,PMT9312_1607,pmi:PMT9312_1607,,site-specific recombinase,Q318M8,Site-specific recombinase.,,1507488,1507488..1508162,224
PMT9312_1608,PMT9312_1608,pmi:PMT9312_1608,,hypothetical protein,Q318M7,Hypothetical protein.,,1508164,1508164..1508376,70
PMT9312_1609,PMT9312_1609,pmi:PMT9312_1609,,hypothetical protein,Q318M6,Hypothetical protein.,,1508373,complement(1508373..1509281),302
PMT9312_1610,PMT9312_1610,pmi:PMT9312_1610,,conserved hypothetical proein,Q318M5,Conserved hypothetical proein.,,1509285,1509285..1510043,252
PMT9312_1611,psaL,pmi:PMT9312_1611,K02699,photosystem I reaction center subunit XI,Q318M4,Photosystem I PsaL protein (Subunit XI).,,1510092,complement(1510092..1510682),196
PMT9312_1612,psaI,pmi:PMT9312_1612,K02696,photosystem I subunit VIII (PsaI),Q318M3,Photosystem I subunit VIII (PsaI).,,1510713,complement(1510713..1510937),74
PMT9312_1613,PMT9312_1613,pmi:PMT9312_1613,,annexin-like,Q318M2,Annexin-like.,,1510919,1510919..1511302,127
PMT9312_1614,PMT9312_1614,pmi:PMT9312_1614,,"glycosyl transferase, family 2",Q318M1,"Glycosyl transferase, family 2.",,1511295,complement(1511295..1512269),324
PMT9312_1615,psaB,pmi:PMT9312_1615,K02690,photosystem I reaction center subunit Ib,Q318M0,Photosystem I core protein PsaB.,,1512374,complement(1512374..1514602),742
PMT9312_1616,psaA,pmi:PMT9312_1616,K02689,photosystem I reaction center subunit Ia,Q318L9,Photosystem I core protein PsaA.,,1514630,complement(1514630..1516933),767
PMT9312_1617,PMT9312_1617,pmi:PMT9312_1617,K13541,precorrin-3B C17-methyltransferase,Q318L8,Precorrin-3B C17-methyltransferase.,2.1.1.131,1517268,1517268..1519088,606
PMT9312_1618,PMT9312_1618,pmi:PMT9312_1618,K11777,putative imidazoleglycerol-phosphate dehydratase,Q318L7,Putative imidazoleglycerol-phosphate dehydratase.,,1519181,1519181..1519969,262
PMT9312_1619,PMT9312_1619,pmi:PMT9312_1619,,hypothetical protein,Q318L6,Hypothetical protein.,,1520141,complement(1520141..1520452),103
PMT9312_R0038,tRNA-Ser2,pmi:PMT9312_R0038,,tRNA-Ser,,,,1520737,complement(1520737..1520825),
PMT9312_1620,PMT9312_1620,pmi:PMT9312_1620,K01775,alanine racemase,Q318L5,Alanine racemase (EC 5.1.1.1).,5.1.1.1,1520887,complement(1520887..1522086),399
PMT9312_1621,PMT9312_1621,pmi:PMT9312_1621,,HNH nuclease,Q318L4,HNH nuclease.,,1522104,1522104..1522661,185
PMT9312_1622,PMT9312_1622,pmi:PMT9312_1622,K02835,peptide chain release factor 1,Q318L3,Peptide chain release factor 1.,,1522674,complement(1522674..1523768),364
PMT9312_1623,PMT9312_1623,pmi:PMT9312_1623,K02909,ribosomal protein L31,Q318L2,50S ribosomal protein L31.,,1523797,complement(1523797..1524117),106
PMT9312_1624,PMT9312_1624,pmi:PMT9312_1624,K02996,30S ribosomal protein S9,Q318L1,30S ribosomal protein S9.,,1524071,complement(1524071..1524481),136
PMT9312_1625,PMT9312_1625,pmi:PMT9312_1625,K02871,ribosomal protein L13,Q318L0,50S ribosomal protein L13.,,1524491,complement(1524491..1524922),143
PMT9312_1626,PMT9312_1626,pmi:PMT9312_1626,K06173,tRNA pseudouridine synthase A,Q318K9,TRNA pseudouridine synthase A (EC 4.2.1.70).,5.4.99.12,1525038,complement(1525038..1525844),268
PMT9312_1627,PMT9312_1627,pmi:PMT9312_1627,K02879,ribosomal protein L17,Q318K8,50S ribosomal protein L17.,,1525883,complement(1525883..1526233),116
PMT9312_1628,PMT9312_1628,pmi:PMT9312_1628,K03040,"DNA-directed RNA polymerase, alpha subunit",Q318K7,"DNA-directed RNA polymerase, alpha subunit (EC 2.7.7.6).",2.7.7.6,1526249,complement(1526249..1527184),311
PMT9312_1629,PMT9312_1629,pmi:PMT9312_1629,K02948,30S ribosomal protein S11,Q318K6,30S ribosomal protein S11.,,1527243,complement(1527243..1527635),130
PMT9312_1630,PMT9312_1630,pmi:PMT9312_1630,K02952,30S ribosomal protein S13,Q318K5,30S ribosomal protein S13.,,1527680,complement(1527680..1528045),121
PMT9312_1815,rpl36,pmi:PMT9312_1815,K02919,50S ribosomal protein L36,,,,1528087,complement(1528087..1528203),38
PMT9312_1631,PMT9312_1631,pmi:PMT9312_1631,K00939,adenylate kinases,Q318K4,50S Ribosomal protein L36.,2.7.4.3,1528249,complement(1528249..1528797),182
PMT9312_1632,secY,pmi:PMT9312_1632,K03076,preprotein translocase SecY subunit,Q318K3,Adenylate kinases precursor.,,1528797,complement(1528797..1530116),439
