seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_008750.1,lptB,lptB,SPUTW3181_RS17945,Sputw3181_3457,Protein Homology,3935423,3936154,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083068.1,LPS export ABC transporter ATP-binding protein,WP_011790708.1,"GO:0055085,GO:0005524,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,ATP binding|0005524||IEA,transmembrane transport|0055085||IEA,,Sputw3181_3457,7.5.2.5
NC_008750.1,SPUTW3181_RS17950,,SPUTW3181_RS17950,Sputw3181_3458,Protein Homology,3936258,3937733,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918685.1,RNA polymerase factor sigma-54,WP_011790709.1,"GO:0006352,GO:0001216,GO:0003677,GO:0016987",,"DNA-binding transcription activator activity|0001216||IEA,DNA binding|0003677||IEA,sigma factor activity|0016987||IEA",DNA-templated transcription initiation|0006352||IEA,,Sputw3181_3458,2.7.7.6
NC_008750.1,hpf,hpf,SPUTW3181_RS17955,Sputw3181_3459,Protein Homology,3937762,3938049,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007650503.1,ribosome hibernation promoting factor,WP_011790710.1,GO:0044238,,,primary metabolic process|0044238||IEA,,Sputw3181_3459,
NC_008750.1,ptsN,ptsN,SPUTW3181_RS17960,Sputw3181_3460,Protein Homology,3938052,3938495,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011621469.1,PTS IIA-like nitrogen regulatory protein PtsN,WP_011790711.1,"GO:0006355,GO:0009401,GO:0008982",,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA,"regulation of DNA-templated transcription|0006355||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA",,Sputw3181_3460,
NC_008750.1,rapZ,rapZ,SPUTW3181_RS17965,Sputw3181_3461,Protein Homology,3938492,3939346,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011847823.1,RNase adapter RapZ,WP_011790712.1,GO:0005524,,ATP binding|0005524||IEA,,,Sputw3181_3461,
NC_008750.1,SPUTW3181_RS17970,,SPUTW3181_RS17970,Sputw3181_3462,Protein Homology,3939333,3939608,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007650507.1,HPr family phosphocarrier protein,WP_006083073.1,GO:0008982,,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA,,,Sputw3181_3462,
NC_008750.1,mgtE,mgtE,SPUTW3181_RS17975,Sputw3181_3463,Protein Homology,3939821,3941185,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790713.1,magnesium transporter,WP_011790713.1,"GO:0015693,GO:0015095,GO:0016020",membrane|0016020||IEA,magnesium ion transmembrane transporter activity|0015095||IEA,magnesium ion transport|0015693||IEA,,Sputw3181_3463,
NC_008750.1,SPUTW3181_RS17980,,SPUTW3181_RS17980,Sputw3181_3464,Protein Homology,3941298,3942122,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790714.1,molybdate ABC transporter substrate-binding protein,WP_011790714.1,,,,,,Sputw3181_3464,
NC_008750.1,SPUTW3181_RS17985,,SPUTW3181_RS17985,Sputw3181_3465,Protein Homology,3942357,3943043,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790715.1,OmpA family protein,WP_011790715.1,,,,,,Sputw3181_3465,
NC_008750.1,SPUTW3181_RS17990,,SPUTW3181_RS17990,Sputw3181_3466,Protein Homology,3943682,3943915,+,,,COORDINATES: protein motif:HMM:NF013677.5,transposase,WP_011790716.1,"GO:0006313,GO:0003677,GO:0004803",,"DNA binding|0003677||IEA,transposase activity|0004803||IEA",DNA transposition|0006313||IEA,,Sputw3181_3466,
NC_008750.1,SPUTW3181_RS17995,,SPUTW3181_RS17995,Sputw3181_3467,Protein Homology,3944761,3945618,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011621462.1,PA4780 family RIO1-like protein kinase,WP_011790717.1,,,,,,Sputw3181_3467,
NC_008750.1,SPUTW3181_RS18000,,SPUTW3181_RS18000,Sputw3181_3468,Protein Homology,3945976,3946524,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011847827.1,DUF2799 domain-containing protein,WP_011790718.1,,,,,,Sputw3181_3468,
NC_008750.1,groL,groL,SPUTW3181_RS18005,Sputw3181_3469,Protein Homology,3948601,3950238,-,60 kDa chaperone family%3B promotes refolding of misfolded polypeptides especially under stressful conditions%3B forms two stacked rings of heptamers to form a barrel-shaped 14mer%3B ends can be capped by GroES%3B misfolded proteins enter the barrel where they are refolded when GroES binds,,COORDINATES: similar to AA sequence:RefSeq:WP_006086112.1,chaperonin GroEL,WP_011790719.1,"GO:0042026,GO:0140662",,ATP-dependent protein folding chaperone|0140662||IEA,protein refolding|0042026||IEA,,Sputw3181_3469,
NC_008750.1,SPUTW3181_RS18010,,SPUTW3181_RS18010,Sputw3181_3470,Protein Homology,3950296,3950586,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_020910789.1,co-chaperone GroES,WP_006086113.1,"GO:0005524,GO:0140662",,"ATP binding|0005524||IEA,ATP-dependent protein folding chaperone|0140662||IEA",,,Sputw3181_3470,
NC_008750.1,SPUTW3181_RS18015,,SPUTW3181_RS18015,Sputw3181_3471,Protein Homology,3950812,3952182,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918675.1,MATE family efflux transporter,WP_011790720.1,"GO:0055085,GO:0015297,GO:0042910,GO:0016020",membrane|0016020||IEA,"antiporter activity|0015297||IEA,xenobiotic transmembrane transporter activity|0042910||IEA",transmembrane transport|0055085||IEA,,Sputw3181_3471,
NC_008750.1,SPUTW3181_RS18020,,SPUTW3181_RS18020,Sputw3181_3472,Protein Homology,3952185,3953174,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918674.1,LysR family transcriptional regulator,WP_011790721.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,Sputw3181_3472,
NC_008750.1,SPUTW3181_RS18025,,SPUTW3181_RS18025,Sputw3181_3473,Protein Homology,3953301,3954380,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012088206.1,efflux RND transporter periplasmic adaptor subunit,WP_011790722.1,"GO:0055085,GO:0022857,GO:0042802,GO:0016020",membrane|0016020||IEA,"transmembrane transporter activity|0022857||IEA,identical protein binding|0042802||IEA",transmembrane transport|0055085||IEA,,Sputw3181_3473,
NC_008750.1,SPUTW3181_RS18030,,SPUTW3181_RS18030,Sputw3181_3474,Protein Homology,3954384,3957467,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609842.1,efflux RND transporter permease subunit,WP_011790723.1,"GO:0042908,GO:0015562,GO:0022857,GO:0016020",membrane|0016020||IEA,"efflux transmembrane transporter activity|0015562||IEA,transmembrane transporter activity|0022857||IEA",xenobiotic transport|0042908||IEA,,Sputw3181_3474,
NC_008750.1,SPUTW3181_RS18035,,SPUTW3181_RS18035,Sputw3181_3475,Protein Homology,3957576,3958421,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790724.1,nuclear transport factor 2 family protein,WP_011790724.1,,,,,,Sputw3181_3475,
NC_008750.1,SPUTW3181_RS18040,,SPUTW3181_RS18040,Sputw3181_3476,Protein Homology,3958490,3959173,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609841.1,LysE family translocator,WP_011790725.1,"GO:0006865,GO:0016020",membrane|0016020||IEA,,amino acid transport|0006865||IEA,,Sputw3181_3476,
NC_008750.1,SPUTW3181_RS18045,,SPUTW3181_RS18045,Sputw3181_3477,Protein Homology,3959283,3960113,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012196642.1,AraC family transcriptional regulator,WP_011790726.1,"GO:0006355,GO:0003700,GO:0043565",,"DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA",regulation of DNA-templated transcription|0006355||IEA,,Sputw3181_3477,
NC_008750.1,SPUTW3181_RS18050,,SPUTW3181_RS18050,Sputw3181_3478,Protein Homology,3960285,3962321,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790727.1,TonB-dependent receptor,WP_011790727.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,Sputw3181_3478,
NC_008750.1,SPUTW3181_RS18055,,SPUTW3181_RS18055,Sputw3181_3479,Protein Homology,3962545,3963483,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790728.1,HAAS signaling domain-containing protein,WP_011790728.1,,,,,,Sputw3181_3479,
NC_008750.1,SPUTW3181_RS18060,,SPUTW3181_RS18060,Sputw3181_3480,Protein Homology,3963485,3963883,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609839.1,PadR family transcriptional regulator,WP_011790729.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,Sputw3181_3480,
NC_008750.1,SPUTW3181_RS18065,,SPUTW3181_RS18065,Sputw3181_3481,Protein Homology,3964234,3964599,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609838.1,thioredoxin family protein,WP_011790730.1,GO:0015035,,protein-disulfide reductase activity|0015035||IEA,,,Sputw3181_3481,1.8.-.-
NC_008750.1,SPUTW3181_RS18070,,SPUTW3181_RS18070,Sputw3181_3482,Protein Homology,3964618,3965130,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790731.1,NifB/NifX family molybdenum-iron cluster-binding protein,WP_011790731.1,,,,,,Sputw3181_3482,
NC_008750.1,SPUTW3181_RS18075,,SPUTW3181_RS18075,Sputw3181_3483,Protein Homology,3965127,3965423,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011847842.1,DUF134 domain-containing protein,WP_011790732.1,,,,,,Sputw3181_3483,
NC_008750.1,SPUTW3181_RS18080,,SPUTW3181_RS18080,Sputw3181_3484,Protein Homology,3965667,3966167,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790733.1,hypothetical protein,WP_011790733.1,,,,,,Sputw3181_3484,
NC_008750.1,SPUTW3181_RS18085,,SPUTW3181_RS18085,Sputw3181_3485,Protein Homology,3966514,3967992,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918663.1,ATP-binding cassette domain-containing protein,WP_011790734.1,GO:0005524,,ATP binding|0005524||IEA,,,Sputw3181_3485,
NC_008750.1,nrfA,nrfA,SPUTW3181_RS18090,Sputw3181_3486,Protein Homology,3968178,3969581,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588582.1,ammonia-forming nitrite reductase cytochrome c552 subunit,WP_011790735.1,"GO:0008152,GO:0005509,GO:0020037,GO:0042279,GO:0042597",periplasmic space|0042597||IEA,"calcium ion binding|0005509||IEA,heme binding|0020037||IEA,nitrite reductase (cytochrome%2C ammonia-forming) activity|0042279||IEA",metabolic process|0008152||IEA,,Sputw3181_3486,1.7.2.2
NC_008750.1,narQ,narQ,SPUTW3181_RS18095,Sputw3181_3487,Protein Homology,3969823,3971622,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609835.1,nitrate/nitrite two-component system sensor histidine kinase NarQ,WP_011790736.1,"GO:0000160,GO:0000155,GO:0046983,GO:0016020",membrane|0016020||IEA,"phosphorelay sensor kinase activity|0000155||IEA,protein dimerization activity|0046983||IEA",phosphorelay signal transduction system|0000160||IEA,,Sputw3181_3487,2.7.13.3
NC_008750.1,SPUTW3181_RS18100,,SPUTW3181_RS18100,Sputw3181_3488,Protein Homology,3971615,3972244,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790737.1,response regulator,WP_011790737.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,Sputw3181_3488,
NC_008750.1,SPUTW3181_RS18105,,SPUTW3181_RS18105,Sputw3181_3489,Protein Homology,3972333,3972707,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080134.1,YacL family protein,WP_011918661.1,,,,,,Sputw3181_3489,
NC_008750.1,SPUTW3181_RS18110,,SPUTW3181_RS18110,Sputw3181_3490,Protein Homology,3972899,3973864,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588585.1,zinc transporter ZntB,WP_025008357.1,,,,,,Sputw3181_3490,
NC_008750.1,lysC,lysC,SPUTW3181_RS18115,Sputw3181_3491,Protein Homology,3973944,3975299,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011627208.1,lysine-sensitive aspartokinase 3,WP_011790740.1,"GO:0009089,GO:0004072",,aspartate kinase activity|0004072||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA,,Sputw3181_3491,2.7.2.4
NC_008750.1,SPUTW3181_RS18120,,SPUTW3181_RS18120,Sputw3181_3492,Protein Homology,3975720,3976154,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012090229.1,DUF3293 domain-containing protein,WP_011790741.1,,,,,,Sputw3181_3492,
NC_008750.1,arcA,arcA,SPUTW3181_RS18125,Sputw3181_3493,Protein Homology,3976738,3977454,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007644695.1,two-component system response regulator ArcA,WP_007644695.1,,,,,,Sputw3181_3493,
NC_008750.1,SPUTW3181_RS18130,,SPUTW3181_RS18130,Sputw3181_3494,Protein Homology,3977518,3979800,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790742.1,S9 family peptidase,WP_011790742.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,Sputw3181_3494,3.4.-.-
NC_008750.1,SPUTW3181_RS18140,,SPUTW3181_RS18140,Sputw3181_3495,Protein Homology,3980105,3981097,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011627210.1,class 1 fructose-bisphosphatase,WP_011790743.1,"GO:0005975,GO:0042132",,fructose 1%2C6-bisphosphate 1-phosphatase activity|0042132||IEA,carbohydrate metabolic process|0005975||IEA,,Sputw3181_3495,3.1.3.11
NC_008750.1,SPUTW3181_RS18145,,SPUTW3181_RS18145,Sputw3181_3496,Protein Homology,3981586,3981921,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008467385.1,hypothetical protein,WP_014611559.1,,,,,,Sputw3181_3496,
NC_008750.1,tnpB,tnpB,SPUTW3181_RS18150,Sputw3181_3497,Protein Homology,3981918,3982268,+,TnpB%2C as the term is used for proteins encoded by IS66 family insertion elements%2C is considered an accessory protein%2C since TnpC%2C encoded by a neighboring gene%2C is a DDE family transposase.,,COORDINATES: protein motif:HMM:NF017528.5,IS66 family insertion sequence element accessory protein TnpB,WP_011790089.1,,,,,,Sputw3181_3497,
NC_008750.1,SPUTW3181_RS18155,,SPUTW3181_RS18155,Sputw3181_3498,Protein Homology,3982349,3983851,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790088.1,IS66-like element ISShes9 family transposase,WP_011790088.1,"GO:0006313,GO:0004803",,transposase activity|0004803||IEA,DNA transposition|0006313||IEA,,Sputw3181_3498,
NC_008750.1,SPUTW3181_RS18160,,SPUTW3181_RS18160,Sputw3181_3499,Protein Homology,3984171,3985664,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790744.1,anti-phage dCTP deaminase,WP_011790744.1,GO:0019239,,deaminase activity|0019239||IEA,,,Sputw3181_3499,
NC_008750.1,SPUTW3181_RS18165,,SPUTW3181_RS18165,SPUTW3181_RS18165,GeneMarkS-2+,3985757,3986095,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041408252.1,,,,,,,
NC_008750.1,SPUTW3181_RS18170,,SPUTW3181_RS18170,Sputw3181_3500,Protein Homology,3986746,3987093,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609828.1,BON domain-containing protein,WP_011790745.1,GO:0008289,,lipid binding|0008289||IEA,,,Sputw3181_3500,
NC_008750.1,SPUTW3181_RS18175,,SPUTW3181_RS18175,Sputw3181_3501,Protein Homology,3987373,3987861,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011639070.1,TIGR00645 family protein,WP_011790746.1,,,,,,Sputw3181_3501,
NC_008750.1,SPUTW3181_RS18180,,SPUTW3181_RS18180,Sputw3181_3502,Protein Homology,3988198,3989904,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790747.1,methyl-accepting chemotaxis protein,WP_011790747.1,"GO:0007165,GO:0016020",membrane|0016020||IEA,,signal transduction|0007165||IEA,,Sputw3181_3502,
NC_008750.1,SPUTW3181_RS18185,,SPUTW3181_RS18185,Sputw3181_3503,Protein Homology,3990229,3991473,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588595.1,dicarboxylate/amino acid:cation symporter,WP_011790748.1,"GO:0015293,GO:0022857,GO:0016020",membrane|0016020||IEA,"symporter activity|0015293||IEA,transmembrane transporter activity|0022857||IEA",,,Sputw3181_3503,
NC_008750.1,SPUTW3181_RS18190,,SPUTW3181_RS18190,Sputw3181_3504,Protein Homology,3991865,3992737,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790749.1,Wadjet anti-phage system protein JetD domain-containing protein,WP_011790749.1,,,,,,Sputw3181_3504,
NC_008750.1,SPUTW3181_RS18195,,SPUTW3181_RS18195,Sputw3181_3505,Protein Homology,3992725,3993945,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011627215.1,hypothetical protein,WP_011790750.1,,,,,,Sputw3181_3505,
NC_008750.1,SPUTW3181_RS18200,,SPUTW3181_RS18200,Sputw3181_3506,Protein Homology,3993994,3994647,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790751.1,hypothetical protein,WP_011790751.1,,,,,,Sputw3181_3506,
NC_008750.1,SPUTW3181_RS18205,,SPUTW3181_RS18205,Sputw3181_3507,Protein Homology,3994760,3998431,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080102.1,ATP-binding protein,WP_011790752.1,,,,,,Sputw3181_3507,
NC_008750.1,SPUTW3181_RS18210,,SPUTW3181_RS18210,Sputw3181_3508,Protein Homology,3998748,3999359,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918649.1,response regulator transcription factor,WP_011790753.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,Sputw3181_3508,
NC_008750.1,SPUTW3181_RS18215,,SPUTW3181_RS18215,Sputw3181_3509,Protein Homology,3999359,4001365,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918648.1,PhnD/SsuA/transferrin family substrate-binding protein,WP_041408253.1,,,,,,Sputw3181_3509,
NC_008750.1,dsrO,dsrO,SPUTW3181_RS18220,Sputw3181_3510,Protein Homology,4001647,4002429,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011845745.1,sulfate reduction electron transfer complex DsrMKJOP subunit DsrO,WP_011790755.1,GO:0019420,,,dissimilatory sulfate reduction|0019420||IEA,,Sputw3181_3510,
NC_008750.1,nrfD,nrfD,SPUTW3181_RS18225,Sputw3181_3511,Protein Homology,4002419,4003501,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012197662.1,NrfD/PsrC family molybdoenzyme membrane anchor subunit,WP_011790756.1,,,,,,Sputw3181_3511,
NC_008750.1,SPUTW3181_RS18230,,SPUTW3181_RS18230,Sputw3181_3512,Protein Homology,4003537,4006644,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609821.1,tetrathionate reductase subunit A,WP_011790757.1,,,,,,Sputw3181_3512,
NC_008750.1,SPUTW3181_RS18235,,SPUTW3181_RS18235,Sputw3181_3513,Protein Homology,4006962,4008269,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918644.1,methyl-accepting chemotaxis protein,WP_011790758.1,"GO:0006935,GO:0007165,GO:0004888,GO:0016020,GO:0098561","membrane|0016020||IEA,methyl accepting chemotaxis protein complex|0098561||IEA",transmembrane signaling receptor activity|0004888||IEA,"chemotaxis|0006935||IEA,signal transduction|0007165||IEA",,Sputw3181_3513,
NC_008750.1,SPUTW3181_RS18240,,SPUTW3181_RS18240,Sputw3181_3514,Protein Homology,4008358,4009059,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080093.1,DUF3581 domain-containing protein,WP_011790759.1,,,,,,Sputw3181_3514,
NC_008750.1,SPUTW3181_RS18245,,SPUTW3181_RS18245,Sputw3181_3515,Protein Homology,4009259,4009489,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011845741.1,hypothetical protein,WP_011790760.1,,,,,,Sputw3181_3515,
NC_008750.1,SPUTW3181_RS18250,,SPUTW3181_RS18250,Sputw3181_3516,Protein Homology,4009634,4010029,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080091.1,DUF2391 family protein,WP_011790761.1,,,,,,Sputw3181_3516,
NC_008750.1,SPUTW3181_RS18255,,SPUTW3181_RS18255,Sputw3181_3517,Protein Homology,4010109,4010387,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008215675.1,peptidylprolyl isomerase,WP_006084190.1,,,,,,Sputw3181_3517,5.2.1.8
NC_008750.1,mrcB,mrcB,SPUTW3181_RS18260,Sputw3181_3518,Protein Homology,4010538,4012838,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790762.1,penicillin-binding protein 1B,WP_081429817.1,"GO:0009252,GO:0046677,GO:0008233,GO:0008658,GO:0008955,GO:0009274",peptidoglycan-based cell wall|0009274||IEA,"peptidase activity|0008233||IEA,penicillin binding|0008658||IEA,peptidoglycan glycosyltransferase activity|0008955||IEA","peptidoglycan biosynthetic process|0009252||IEA,response to antibiotic|0046677||IEA",,Sputw3181_3518,
NC_008750.1,hrpB,hrpB,SPUTW3181_RS18265,Sputw3181_3519,Protein Homology,4012920,4015439,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011621422.1,ATP-dependent helicase HrpB,WP_049824091.1,GO:0004386,,helicase activity|0004386||IEA,,,Sputw3181_3519,3.6.4.13
NC_008750.1,SPUTW3181_RS18270,,SPUTW3181_RS18270,Sputw3181_3520,Protein Homology,4015518,4017725,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918641.1,putative bifunctional diguanylate cyclase/phosphodiesterase,WP_011790764.1,"GO:0005525,GO:0046872,GO:0052621,GO:0071111,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA",,,Sputw3181_3520,2.7.7.65
NC_008750.1,SPUTW3181_RS18275,,SPUTW3181_RS18275,Sputw3181_3521,Protein Homology,4018012,4018791,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011070955.1,tetratricopeptide repeat protein,WP_011790765.1,GO:0005515,,protein binding|0005515||IEA,,,Sputw3181_3521,
NC_008750.1,crp,crp,SPUTW3181_RS18280,Sputw3181_3522,Protein Homology,4019214,4019849,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012156707.1,cAMP-activated global transcriptional regulator CRP,WP_011070954.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,Sputw3181_3522,
